seed,rate,policy,dataset_size,benchmark,cache0_hits,cache0_misses,cache0_writebacks,clock_cycles,cache0_ID,cache1_hits,cache1_misses,cache1_writebacks,cache1_expired_leases,cache1_multi_expired,cache1_default_renewals,cache1_default_misses,cache1_random_evicts,cache1_ID
2,1024,SHEL,small,correlation,3782373,15,0,12827269,4,780788,254019,4725,167341,72876,487,94,86678,8
2,1024,SHEL,small,covariance,3755783,10,0,12895729,4,765009,256873,4745,165105,70631,162,6,91768,8
2,1024,SHEL,small,deriche,2075032,20,0,5443503,4,305986,87250,29299,77860,47157,20,10,9390,8
2,1024,SHEL,small,doitgen,4775638,9,0,4809603,4,1394071,931,927,931,931,2,1,0,8
2,1024,SHEL,small,durbin,172786,22,0,174128,4,50013,15,0,0,0,7651,8,0,8
2,1024,SHEL,small,fdtd-2d,8174705,14,0,11018515,4,2571195,75777,35925,59912,32069,372,40,15865,8
2,1024,SHEL,small,floyd-warshall,88099838,5,0,100485956,4,17508396,347510,321647,345382,310188,0,0,2128,8
2,1024,SHEL,small,gemm,4104433,6,0,4646361,4,1337349,15053,639,15017,14811,2,1,36,8
2,1024,SHEL,small,gemver,537416,11,0,723765,4,168491,4911,1067,4327,3569,482,211,584,8
2,1024,SHEL,small,gesummv,139151,4,0,193732,4,63885,1277,17,1277,1277,272,5,0,8
2,1024,SHEL,small,gramschmidt,4839793,14,0,5818154,4,1323618,22782,16267,17703,11456,4800,3636,5079,8
2,1024,SHEL,small,heat-3d,13754691,13,0,16261256,4,3663322,69160,32611,69025,68214,2,0,135,8
2,1024,SHEL,small,jacobi-1d,2173065,133,0,2206472,4,311677,3,0,0,0,160,2,0,8
2,1024,SHEL,small,jacobi-2d,12454771,8,0,15062015,4,3644394,72727,38810,71733,66709,1,0,994,8
2,1024,SHEL,small,lu,5862837,7,0,7521143,4,1689069,45951,1029,30370,22887,357,192,15581,8
2,1024,SHEL,small,ludcmp,5458470,13,0,7124746,4,1157052,45926,1686,35553,28009,1076,768,10373,8
2,1024,SHEL,small,mvt,290196,5,0,480627,4,81378,5262,178,5139,5013,240,15,123,8
2,1024,SHEL,small,nussinov,16076574,15,0,23080643,4,2843425,168788,2048,62031,47483,181,12,106757,8
2,1024,SHEL,small,seidel-2d,9643209,8,0,11140608,4,2279054,33747,32694,29210,7706,4721,0,4537,8
2,1024,SHEL,small,symm,2386248,7,0,3465492,4,845559,23243,11050,12173,7545,2,0,11070,8
2,1024,SHEL,small,syr2k,3573954,6,0,6176469,4,1105580,67302,2094,18378,12380,2,0,48924,8
2,1024,SHEL,small,syrk,2397877,4,0,2749509,4,774314,9768,1204,6049,4438,3242,240,3719,8
2,1024,SHEL,small,trisolv,73319,4,0,95405,4,21287,613,11,613,613,480,73,0,8
2,1024,SHEL,small,trmm,1488447,6,0,1871588,4,423734,10667,388,4501,1892,1,0,6166,8
2,1024,PRL,small,2mm,3195740,8,0,3741372,4,893096,15306,448,15296,15254,2,2,10,8
2,1024,PRL,small,3mm,5483911,11,0,6846212,4,1590145,38155,767,20868,17362,0,0,17287,8
2,1024,PRL,small,adi,9656304,15,0,14209174,4,2594026,120386,77335,64849,51828,12,0,55537,8
2,1024,PRL,small,atax,304227,7,0,357589,4,99331,1481,683,1481,1481,240,14,0,8
2,1024,PRL,small,bicg,246306,5,0,322776,4,113608,1704,891,1704,1704,240,14,0,8
2,1024,PRL,small,cholesky,2966629,8,0,3592951,4,860967,17493,665,15179,10991,478,192,2314,8
2,1024,PRL,small,correlation,3782328,16,0,11630297,4,814324,220483,4040,216706,200170,487,94,3777,8
2,1024,PRL,small,covariance,3755750,10,0,12067465,4,788296,233586,3988,233586,233586,162,6,0,8
2,1024,PRL,small,deriche,2074963,19,0,6507595,4,285075,108157,51776,78146,64718,16,4,30011,8
2,1024,PRL,small,doitgen,4775638,9,0,4809583,4,1394071,931,927,931,931,2,1,0,8
2,1024,PRL,small,durbin,172786,22,0,174128,4,50013,15,0,0,0,7651,8,0,8
2,1024,PRL,small,fdtd-2d,8164867,8,0,10932340,4,2564771,73871,35575,65895,57393,2,0,7976,8
2,1024,PRL,small,floyd-warshall,88097799,5,0,100492629,4,17506606,347261,320252,345205,344113,0,0,2056,8
2,1024,PRL,small,gemm,4104433,6,0,4690579,4,1336105,16297,565,16297,16297,2,1,0,8
2,1024,PRL,small,gemver,537492,11,0,706747,4,168925,4477,1045,4213,3546,482,184,264,8
2,1024,PRL,small,gesummv,139151,4,0,193719,4,63885,1277,17,1277,1277,272,5,0,8
2,1024,PRL,small,gramschmidt,4839793,14,0,5746289,4,1325772,20628,15444,18683,14075,4800,3695,1945,8
2,1024,PRL,small,heat-3d,13753576,11,0,16333269,4,3661062,71420,33133,70355,66552,2,0,1065,8
2,1024,PRL,small,jacobi-1d,2173065,133,0,2206488,4,311677,3,0,0,0,160,2,0,8
2,1024,PRL,small,jacobi-2d,12453890,9,0,15158280,4,3641411,75710,39358,74124,68801,1,0,1586,8
2,1024,PRL,small,lu,5859951,6,0,7188335,4,1697621,37399,964,33970,29455,357,228,3429,8
2,1024,PRL,small,ludcmp,5455574,10,0,6932815,4,1161367,41373,1379,35669,30364,957,653,5704,8
2,1024,PRL,small,mvt,290175,4,0,558793,4,79132,7508,105,7508,7508,240,13,0,8
2,1024,PRL,small,nussinov,16076574,15,0,22971794,4,2846436,165777,1877,91238,70103,181,12,74539,8
2,1024,PRL,small,seidel-2d,9643209,8,0,11057382,4,2281180,31621,31041,31621,31621,4721,0,0,8
2,1024,PRL,small,symm,2386248,7,0,3377566,4,848003,20799,10147,14956,9837,2,0,5843,8
2,1024,PRL,small,syr2k,3573954,6,0,6526753,4,1095186,77696,523,75381,71383,2,0,2315,8
2,1024,PRL,small,syrk,2397877,4,0,2665401,4,776614,7468,777,7170,6686,3242,240,298,8
2,1024,PRL,small,trisolv,73319,4,0,95392,4,21287,613,11,613,613,480,73,0,8
2,1024,PRL,small,trmm,1488447,6,0,1747225,4,427199,7202,330,7202,7202,1,0,0,8
3,64,SHEL,small,2mm,3195761,9,0,3710557,4,893986,14416,462,12426,9023,2,2,1990,8
3,64,SHEL,small,3mm,5483943,12,0,6494294,4,1600021,28279,673,24451,16819,0,0,3828,8
3,64,SHEL,small,adi,9657653,16,0,13198730,4,2621323,93369,60844,73424,61562,92,39,19945,8
3,64,SHEL,small,atax,304227,7,0,334152,4,99987,825,29,825,825,93,7,0,8
3,64,SHEL,small,bicg,246306,5,0,291172,4,114477,835,23,835,835,87,7,0,8
3,64,SHEL,small,cholesky,2966629,8,0,3538328,4,862499,15961,666,13292,7468,121,101,2669,8
3,64,SHEL,small,correlation,3782373,15,0,12993637,4,775915,258892,4791,161604,66376,88,10,97288,8
3,64,SHEL,small,covariance,3755783,10,0,13074650,4,759736,262146,4833,157984,61883,2,1,104162,8
3,64,SHEL,small,deriche,2075032,20,0,5333491,4,308418,84818,26844,82075,67414,20,10,2743,8
3,64,SHEL,small,doitgen,4775638,9,0,4809584,4,1394072,930,926,930,930,2,1,0,8
3,64,SHEL,small,durbin,172786,22,0,174124,4,50013,15,0,0,0,142,2,0,8
3,64,SHEL,small,fdtd-2d,8174705,14,0,10874514,4,2575797,71175,35913,69013,61016,92,40,2162,8
3,64,SHEL,small,floyd-warshall,88099407,5,0,100493276,4,17507809,347666,321370,343032,283290,0,0,4634,8
3,64,SHEL,small,gemm,4104433,6,0,4644942,4,1337371,15031,420,14210,11778,2,1,821,8
3,64,SHEL,small,gemver,537416,11,0,660501,4,170012,3390,968,2982,2559,2,2,408,8
3,64,SHEL,small,gesummv,139151,4,0,181274,4,64234,928,19,928,928,92,5,0,8
3,64,SHEL,small,gramschmidt,4839793,14,0,5629002,4,1328613,17787,15469,11826,5043,0,0,5961,8
3,64,SHEL,small,heat-3d,13754691,13,0,16195555,4,3665238,67244,33120,66120,61094,2,0,1124,8
3,64,SHEL,small,jacobi-1d,2173065,133,0,2206472,4,311677,3,0,0,0,44,1,0,8
3,64,SHEL,small,jacobi-2d,12454771,8,0,15042747,4,3644948,72173,39610,70425,61985,1,0,1748,8
3,64,SHEL,small,lu,5862837,7,0,7425481,4,1691786,43234,1020,29495,22997,119,0,13739,8
3,64,SHEL,small,ludcmp,5458470,13,0,7057170,4,1158792,44186,1148,31272,24717,124,4,12914,8
3,64,SHEL,small,mvt,290196,5,0,381857,4,84080,2560,144,1570,557,0,0,990,8
3,64,SHEL,small,nussinov,16076574,15,0,23044925,4,2844468,167745,2111,59085,46354,2,1,108660,8
3,64,SHEL,small,seidel-2d,9643209,8,0,11082442,4,2280703,32098,31647,30987,18881,1,0,1111,8
3,64,SHEL,small,symm,2386248,7,0,3368519,4,848015,20787,9893,12258,5829,2,0,8529,8
3,64,SHEL,small,syr2k,3573954,6,0,6294869,4,1102343,70539,2264,15911,11537,2,0,54628,8
3,64,SHEL,small,syrk,2397877,4,0,2741360,4,774452,9630,533,4667,3119,2,0,4963,8
3,64,SHEL,small,trisolv,73319,4,0,94837,4,21331,569,68,569,569,242,64,0,8
3,64,SHEL,small,trmm,1488447,6,0,1851794,4,424286,10115,368,5030,2350,1,0,5085,8
3,64,PRL,small,2mm,3195740,8,0,3754964,4,892718,15684,453,15024,13705,2,2,660,8
3,64,PRL,small,3mm,5483911,11,0,6549117,4,1598447,29853,649,28897,27829,0,0,956,8
3,64,PRL,small,adi,9656304,15,0,13956670,4,2601320,113092,73816,60428,53579,12,0,52664,8
3,64,PRL,small,atax,304227,7,0,334153,4,99987,825,29,825,825,93,7,0,8
3,64,PRL,small,bicg,246306,5,0,291205,4,114477,835,23,835,835,87,7,0,8
3,64,PRL,small,cholesky,2966629,8,0,3585991,4,861150,17310,613,17310,17310,121,101,0,8
3,64,PRL,small,correlation,3782328,16,0,12210454,4,797909,236898,4402,188605,107171,88,10,48293,8
3,64,PRL,small,covariance,3755750,10,0,12094984,4,787200,234682,4330,194614,119394,2,1,40068,8
3,64,PRL,small,deriche,2074963,19,0,6416551,4,286427,106805,50066,83334,65097,16,4,23471,8
3,64,PRL,small,doitgen,4775638,9,0,4809576,4,1394072,930,926,930,930,2,1,0,8
3,64,PRL,small,durbin,172786,22,0,174126,4,50013,15,0,0,0,142,2,0,8
3,64,PRL,small,fdtd-2d,8164867,8,0,10927677,4,2564688,73954,35772,66539,58225,2,0,7415,8
3,64,PRL,small,floyd-warshall,88098340,5,0,100451471,4,17507951,346457,320594,346206,341993,0,0,251,8
3,64,PRL,small,gemm,4104433,6,0,4640518,4,1337498,14904,382,14865,14709,2,1,39,8
3,64,PRL,small,gemver,537492,11,0,715518,4,168468,4934,1004,1949,1853,2,2,2985,8
3,64,PRL,small,gesummv,139151,4,0,181251,4,64234,928,19,928,928,92,5,0,8
3,64,PRL,small,gramschmidt,4839793,14,0,5611058,4,1329169,17231,15346,12472,6719,0,0,4759,8
3,64,PRL,small,heat-3d,13753576,11,0,16277693,4,3662686,69796,33088,66188,58343,2,0,3608,8
3,64,PRL,small,jacobi-1d,2173065,133,0,2206478,4,311677,3,0,0,0,44,1,0,8
3,64,PRL,small,jacobi-2d,12453890,9,0,15155775,4,3641539,75582,39556,69868,58925,1,0,5714,8
3,64,PRL,small,lu,5859951,6,0,7225350,4,1696611,38409,964,31721,26450,119,0,6688,8
3,64,PRL,small,ludcmp,5455574,10,0,6893433,4,1162324,40416,1021,32296,26741,243,106,8120,8
3,64,PRL,small,mvt,290175,4,0,417848,4,83084,3556,127,3556,3556,0,0,0,8
3,64,PRL,small,nussinov,16076574,15,0,22784749,4,2851737,160476,2022,62769,50528,2,1,97707,8
3,64,PRL,small,seidel-2d,9643209,8,0,11066984,4,2281167,31634,31335,31623,31187,1,0,11,8
3,64,PRL,small,symm,2386248,7,0,3224221,4,852202,16600,8350,16209,8886,2,0,391,8
3,64,PRL,small,syr2k,3573954,6,0,6709623,4,1090048,82834,521,81527,78721,2,0,1307,8
3,64,PRL,small,syrk,2397877,4,0,2645110,4,777131,6951,376,6534,5927,2,0,417,8
3,64,PRL,small,trisolv,73319,4,0,94856,4,21331,569,68,569,569,242,64,0,8
3,64,PRL,small,trmm,1488447,6,0,1758824,4,426877,7524,347,6935,5690,1,0,589,8
3,128,SHEL,small,2mm,3195761,9,0,3769163,4,892342,16060,476,11193,5615,2,2,4867,8
3,128,SHEL,small,3mm,5483943,12,0,6520894,4,1599284,29016,668,23892,15889,0,0,5124,8
3,128,SHEL,small,adi,9657653,16,0,13413478,4,2615738,98954,64751,68743,52471,172,79,30211,8
3,128,SHEL,small,atax,304227,7,0,334153,4,99987,825,29,825,825,124,7,0,8
3,128,SHEL,small,bicg,246306,5,0,291339,4,114473,839,26,839,839,240,14,0,8
3,128,SHEL,small,cholesky,2966629,8,0,3536264,4,862546,15914,636,15302,11498,478,197,612,8
3,128,SHEL,small,correlation,3782373,15,0,13154404,4,771429,263378,4884,155049,58165,328,15,108329,8
3,128,SHEL,small,covariance,3755783,10,0,13012943,4,761492,260390,4839,160184,64846,162,6,100206,8
3,128,SHEL,small,deriche,2075032,20,0,5501213,4,307396,85840,40799,80524,62347,20,10,5316,8
3,128,SHEL,small,doitgen,4775638,9,0,4809584,4,1394072,930,926,930,930,2,1,0,8
3,128,SHEL,small,durbin,172786,22,0,174126,4,50013,15,0,0,0,143,2,0,8
3,128,SHEL,small,fdtd-2d,8174705,14,0,10856576,4,2575984,70988,35280,69127,62237,332,40,1861,8
3,128,SHEL,small,floyd-warshall,88099219,5,0,100466874,4,17508393,346894,321049,344154,303308,0,0,2740,8
3,128,SHEL,small,gemm,4104433,6,0,4648763,4,1337264,15138,427,13942,10629,2,1,1196,8
3,128,SHEL,small,gemver,537416,11,0,682108,4,169404,3998,974,3717,3536,362,26,281,8
3,128,SHEL,small,gesummv,139151,4,0,181455,4,64230,932,21,932,932,182,5,0,8
3,128,SHEL,small,gramschmidt,4839793,14,0,5654858,4,1327895,18505,15768,11585,4440,0,0,6920,8
3,128,SHEL,small,heat-3d,13754691,13,0,16222203,4,3664594,67888,33136,65509,55834,2,0,2379,8
3,128,SHEL,small,jacobi-1d,2173065,133,0,2206478,4,311677,3,0,0,0,44,1,0,8
3,128,SHEL,small,jacobi-2d,12454771,8,0,15037141,4,3645109,72012,38968,71064,66307,1,0,948,8
3,128,SHEL,small,lu,5862837,7,0,7403393,4,1692432,42588,1038,30360,23732,357,219,12228,8
3,128,SHEL,small,ludcmp,5458470,13,0,7071194,4,1158444,44534,1218,32032,25222,600,333,12502,8
3,128,SHEL,small,mvt,290196,5,0,375995,4,84262,2378,155,1718,957,120,8,660,8
3,128,SHEL,small,nussinov,16076574,15,0,22956792,4,2846932,165281,2063,61014,47785,2,1,104267,8
3,128,SHEL,small,seidel-2d,9643209,8,0,11072024,4,2281033,31768,31420,31387,24586,1,0,381,8
3,128,SHEL,small,symm,2386248,7,0,3319095,4,849559,19243,9713,13498,6509,2,0,5745,8
3,128,SHEL,small,syr2k,3573954,6,0,6297536,4,1102281,70601,2318,16255,10976,2,0,54346,8
3,128,SHEL,small,syrk,2397877,4,0,2740341,4,774482,9600,577,4891,3186,2,0,4709,8
3,128,SHEL,small,trisolv,73319,4,0,91267,4,21405,495,14,495,495,361,9,0,8
3,128,SHEL,small,trmm,1488447,6,0,1850169,4,424335,10066,378,5091,2439,1,0,4975,8
3,128,PRL,small,2mm,3195740,8,0,3776357,4,892127,16275,455,15095,13240,2,2,1180,8
3,128,PRL,small,3mm,5483911,11,0,6570633,4,1597832,30468,652,29086,27650,0,0,1382,8
3,128,PRL,small,adi,9656304,15,0,13657398,4,2608897,105515,70616,62802,49876,12,0,42713,8
3,128,PRL,small,atax,304227,7,0,334152,4,99987,825,29,825,825,124,7,0,8
3,128,PRL,small,bicg,246306,5,0,291344,4,114473,839,26,839,839,240,14,0,8
3,128,PRL,small,cholesky,2966629,8,0,3556776,4,861947,16513,630,16513,16513,478,121,0,8
3,128,PRL,small,correlation,3782328,16,0,12140130,4,799896,234911,4362,190321,110752,328,15,44590,8
3,128,PRL,small,covariance,3755750,10,0,11681443,4,798849,223033,4131,208274,165905,162,6,14759,8
3,128,PRL,small,deriche,2074963,19,0,6368778,4,287127,106105,49111,84971,64923,16,4,21134,8
3,128,PRL,small,doitgen,4775638,9,0,4809576,4,1394072,930,926,930,930,2,1,0,8
3,128,PRL,small,durbin,172786,22,0,174126,4,50013,15,0,0,0,143,2,0,8
3,128,PRL,small,fdtd-2d,8164867,8,0,10941337,4,2564259,74383,35785,66318,55221,2,0,8065,8
3,128,PRL,small,floyd-warshall,88098651,5,0,100451182,4,17508307,346412,320776,346091,340260,0,0,321,8
3,128,PRL,small,gemm,4104433,6,0,4640018,4,1337510,14892,390,14655,13815,2,1,237,8
3,128,PRL,small,gemver,537492,11,0,646104,4,170406,2996,966,2613,1812,362,25,383,8
3,128,PRL,small,gesummv,139151,4,0,181508,4,64230,932,21,932,932,182,5,0,8
3,128,PRL,small,gramschmidt,4839793,14,0,5633105,4,1328533,17867,15554,11984,5331,0,0,5883,8
3,128,PRL,small,heat-3d,13753576,11,0,16336920,4,3661294,71188,33148,64357,53036,2,0,6831,8
3,128,PRL,small,jacobi-1d,2173065,133,0,2206479,4,311677,3,0,0,0,44,1,0,8
3,128,PRL,small,jacobi-2d,12453890,9,0,15147491,4,3641784,75337,39490,71143,61588,1,0,4194,8
3,128,PRL,small,lu,5859951,6,0,7193046,4,1697516,37504,986,33122,27677,357,243,4382,8
3,128,PRL,small,ludcmp,5455574,10,0,6835725,4,1163962,38778,996,33586,28478,480,163,5192,8
3,128,PRL,small,mvt,290175,4,0,366400,4,84536,2104,138,2104,2078,120,7,0,8
3,128,PRL,small,nussinov,16076574,15,0,22848409,4,2849897,162316,1844,89320,70495,2,1,72996,8
3,128,PRL,small,seidel-2d,9643209,8,0,11059287,4,2281267,31534,31220,31534,31534,1,0,0,8
3,128,PRL,small,symm,2386248,7,0,3218716,4,852353,16449,8153,16433,15078,2,0,16,8
3,128,PRL,small,syr2k,3573954,6,0,6199585,4,1104593,68289,936,56448,46774,2,0,11841,8
3,128,PRL,small,syrk,2397877,4,0,2649478,4,777019,7063,417,6693,6142,2,0,370,8
3,128,PRL,small,trisolv,73319,4,0,91179,4,21405,495,14,495,495,361,9,0,8
3,128,PRL,small,trmm,1488447,6,0,1768533,4,426609,7792,348,6450,4450,1,0,1342,8
3,256,SHEL,small,2mm,3195761,9,0,3747262,4,892955,15447,474,11928,7422,2,2,3519,8
3,256,SHEL,small,3mm,5483943,12,0,6441109,4,1601520,26780,660,25215,21673,0,0,1565,8
3,256,SHEL,small,adi,9657653,16,0,13158948,4,2622158,92534,60699,72593,57106,292,119,19941,8
3,256,SHEL,small,atax,304227,7,0,334188,4,99987,825,29,825,825,124,7,0,8
3,256,SHEL,small,bicg,246306,5,0,291174,4,114477,835,23,835,835,116,7,0,8
3,256,SHEL,small,cholesky,2966629,8,0,3544106,4,862349,16111,636,16011,14373,478,198,100,8
3,256,SHEL,small,correlation,3782373,15,0,13125577,4,772275,262532,4879,154764,58763,247,88,107768,8
3,256,SHEL,small,covariance,3755783,10,0,12833389,4,766497,255385,4659,168214,73943,82,6,87171,8
3,256,SHEL,small,deriche,2075032,20,0,5628635,4,308186,85050,55283,81105,66727,20,10,3945,8
3,256,SHEL,small,doitgen,4775638,9,0,4809587,4,1394072,930,926,930,930,2,1,0,8
3,256,SHEL,small,durbin,172786,22,0,174124,4,50013,15,0,0,0,1487,9,0,8
3,256,SHEL,small,fdtd-2d,8174705,14,0,10880783,4,2575679,71293,35798,70694,68123,252,40,599,8
3,256,SHEL,small,floyd-warshall,88099480,5,0,100491691,4,17508029,347519,321500,343913,291366,0,0,3606,8
3,256,SHEL,small,gemm,4104433,6,0,4649382,4,1337261,15141,648,14896,14080,2,1,245,8
3,256,SHEL,small,gemver,537416,11,0,678989,4,169537,3865,997,2008,981,482,26,1857,8
3,256,SHEL,small,gesummv,139151,4,0,181375,4,64231,931,20,931,931,182,5,0,8
3,256,SHEL,small,gramschmidt,4839793,14,0,5648367,4,1328164,18236,15777,12044,5264,80,80,6192,8
3,256,SHEL,small,heat-3d,13754691,13,0,16195306,4,3665238,67244,33121,66163,61277,2,0,1081,8
3,256,SHEL,small,jacobi-1d,2173065,133,0,2206505,4,311677,3,0,0,0,44,1,0,8
3,256,SHEL,small,jacobi-2d,12454771,8,0,15034802,4,3645198,71923,38960,71032,66208,1,0,891,8
3,256,SHEL,small,lu,5862837,7,0,7470057,4,1690542,44478,1031,29494,23904,357,217,14984,8
3,256,SHEL,small,ludcmp,5458470,13,0,7098660,4,1157684,45294,1201,31847,25505,600,490,13447,8
3,256,SHEL,small,mvt,290196,5,0,375731,4,84277,2363,159,1764,1020,120,8,599,8
3,256,SHEL,small,nussinov,16076574,15,0,22931776,4,2847617,164596,2041,62090,48583,181,13,102506,8
3,256,SHEL,small,seidel-2d,9643209,8,0,11067797,4,2281133,31668,31118,31554,29428,1,0,114,8
3,256,SHEL,small,symm,2386248,7,0,3373343,4,848132,20670,10601,12448,5876,2,0,8222,8
3,256,SHEL,small,syr2k,3573954,6,0,6378531,4,1099981,72901,2261,15180,10604,2,0,57721,8
3,256,SHEL,small,syrk,2397877,4,0,2721770,4,775008,9074,546,5230,3837,2,0,3844,8
3,256,SHEL,small,trisolv,73319,4,0,96019,4,21271,629,10,629,629,242,4,0,8
3,256,SHEL,small,trmm,1488447,6,0,1858616,4,424098,10303,376,4929,2298,1,0,5374,8
3,256,PRL,small,2mm,3195740,8,0,3780357,4,892014,16388,459,15204,13462,2,2,1184,8
3,256,PRL,small,3mm,5483911,11,0,6575326,4,1597718,30582,657,28672,26970,0,0,1910,8
3,256,PRL,small,adi,9656304,15,0,13736107,4,2606856,107556,71117,62607,50240,12,0,44949,8
3,256,PRL,small,atax,304227,7,0,334116,4,99987,825,29,825,825,124,7,0,8
3,256,PRL,small,bicg,246306,5,0,291205,4,114477,835,23,835,835,116,7,0,8
3,256,PRL,small,cholesky,2966629,8,0,3630949,4,859895,18565,596,18565,18565,478,192,0,8
3,256,PRL,small,correlation,3782328,16,0,12460336,4,790915,243892,4520,178775,87596,247,89,65117,8
3,256,PRL,small,covariance,3755750,10,0,11582090,4,801673,220209,4009,218117,208012,82,6,2092,8
3,256,PRL,small,deriche,2074963,19,0,6411239,4,287832,105400,54399,86333,65419,16,4,19067,8
3,256,PRL,small,doitgen,4775638,9,0,4809587,4,1394072,930,926,930,930,2,1,0,8
3,256,PRL,small,durbin,172786,22,0,174128,4,50013,15,0,0,0,1487,9,0,8
3,256,PRL,small,fdtd-2d,8164867,8,0,10921904,4,2564930,73712,35700,66426,58930,2,0,7286,8
3,256,PRL,small,floyd-warshall,88098949,5,0,100462750,4,17508286,346731,321079,346178,337975,0,0,553,8
3,256,PRL,small,gemm,4104433,6,0,4656965,4,1337054,15348,622,15348,15348,2,1,0,8
3,256,PRL,small,gemver,537492,11,0,652551,4,170230,3172,976,2626,1851,482,30,546,8
3,256,PRL,small,gesummv,139151,4,0,181303,4,64231,931,20,931,931,182,5,0,8
3,256,PRL,small,gramschmidt,4839793,14,0,5624286,4,1328843,17557,15502,12371,6125,80,80,5186,8
3,256,PRL,small,heat-3d,13753576,11,0,16270978,4,3662850,69632,33061,66373,59030,2,0,3259,8
3,256,PRL,small,jacobi-1d,2173065,133,0,2206510,4,311677,3,0,0,0,44,1,0,8
3,256,PRL,small,jacobi-2d,12453890,9,0,15138026,4,3642050,75071,39378,72499,65502,1,0,2572,8
3,256,PRL,small,lu,5859951,6,0,7296503,4,1694614,40406,997,30816,25734,357,226,9590,8
3,256,PRL,small,ludcmp,5455574,10,0,6870525,4,1162988,39752,1050,33074,27616,362,169,6678,8
3,256,PRL,small,mvt,290175,4,0,365379,4,84566,2074,144,1781,1112,120,7,293,8
3,256,PRL,small,nussinov,16076574,15,0,22802830,4,2851158,161055,1862,81875,62182,181,12,79180,8
3,256,PRL,small,seidel-2d,9643209,8,0,11056690,4,2281273,31528,30979,31528,31528,1,0,0,8
3,256,PRL,small,symm,2386248,7,0,3220119,4,852322,16480,8288,16442,12540,2,0,38,8
3,256,PRL,small,syr2k,3573954,6,0,6313788,4,1101243,71639,590,67198,61038,2,0,4441,8
3,256,PRL,small,syrk,2397877,4,0,2642586,4,777214,6868,431,6724,6455,2,0,144,8
3,256,PRL,small,trisolv,73319,4,0,96030,4,21271,629,10,629,629,242,4,0,8
3,256,PRL,small,trmm,1488447,6,0,1744488,4,427272,7129,338,7045,6533,1,0,84,8
4,64,SHEL,small,2mm,3195761,9,0,3697110,4,894368,14034,462,12680,10220,2,2,1354,8
4,64,SHEL,small,3mm,5483943,12,0,6500989,4,1599836,28464,672,24250,16459,0,0,4214,8
4,64,SHEL,small,adi,9657653,16,0,13231686,4,2620800,93892,61672,72874,58763,92,0,21018,8
4,64,SHEL,small,atax,304227,7,0,334168,4,99987,825,29,825,825,93,7,0,8
4,64,SHEL,small,bicg,246306,5,0,291177,4,114477,835,23,835,835,87,7,0,8
4,64,SHEL,small,cholesky,2966629,8,0,3529089,4,862728,15732,653,13567,8430,2,0,2165,8
4,64,SHEL,small,correlation,3782373,15,0,12953374,4,777094,257713,4814,161645,65945,168,5,96068,8
4,64,SHEL,small,covariance,3755783,10,0,13035134,4,760827,261055,4799,160579,64472,82,1,100476,8
4,64,SHEL,small,deriche,2075032,20,0,5484279,4,307716,85520,40797,80896,62639,19,9,4624,8
4,64,SHEL,small,doitgen,4775638,9,0,4809578,4,1394072,930,926,930,930,2,1,0,8
4,64,SHEL,small,durbin,172786,22,0,174127,4,50013,15,0,0,0,260,2,0,8
4,64,SHEL,small,fdtd-2d,8174705,14,0,10907131,4,2574960,72012,35387,67319,52145,172,0,4693,8
4,64,SHEL,small,floyd-warshall,88099193,5,0,100389332,4,17509537,345724,320424,341859,282417,0,0,3865,8
4,64,SHEL,small,gemm,4104433,6,0,4643411,4,1337416,14986,420,14383,12505,2,1,603,8
4,64,SHEL,small,gemver,537416,11,0,670146,4,169751,3651,968,3147,2558,2,2,504,8
4,64,SHEL,small,gesummv,139151,4,0,181345,4,64233,929,20,929,929,92,5,0,8
4,64,SHEL,small,gramschmidt,4839793,14,0,5646954,4,1328122,18278,15743,11718,4747,0,0,6560,8
4,64,SHEL,small,heat-3d,13754691,13,0,16187160,4,3665422,67060,33118,66339,62883,2,0,721,8
4,64,SHEL,small,jacobi-1d,2173065,133,0,2206486,4,311677,3,0,0,0,44,1,0,8
4,64,SHEL,small,jacobi-2d,12454771,8,0,15047595,4,3644832,72289,38960,70322,61203,1,0,1967,8
4,64,SHEL,small,lu,5862837,7,0,7406488,4,1692324,42696,1002,29852,23311,0,0,12844,8
4,64,SHEL,small,ludcmp,5458470,13,0,7063494,4,1158614,44364,1108,31539,24929,124,57,12825,8
4,64,SHEL,small,mvt,290196,5,0,380377,4,84131,2509,147,1649,900,0,0,860,8
4,64,SHEL,small,nussinov,16076574,15,0,23008948,4,2845448,166765,2080,60129,46895,2,1,106636,8
4,64,SHEL,small,seidel-2d,9643209,8,0,11070667,4,2280999,31802,31475,31473,29687,1,0,329,8
4,64,SHEL,small,symm,2386248,7,0,3353047,4,848635,20167,10229,12755,6120,2,0,7412,8
4,64,SHEL,small,syr2k,3573954,6,0,6290640,4,1102387,70495,2150,15781,11491,2,0,54714,8
4,64,SHEL,small,syrk,2397877,4,0,2714053,4,775207,8875,489,5252,3790,2,0,3623,8
4,64,SHEL,small,trisolv,73319,4,0,89574,4,21450,450,9,450,450,123,5,0,8
4,64,SHEL,small,trmm,1488447,6,0,1853049,4,424254,10147,366,4649,2909,1,0,5498,8
4,64,PRL,small,2mm,3195740,8,0,3755092,4,892731,15671,451,15268,14500,2,2,403,8
