seed,rate,policy,dataset_size,benchmark,cache0_hits,cache0_misses,cache0_writebacks,clock_cycles,cache0_ID,cache1_hits,cache1_misses,cache1_writebacks,cache1_expired_leases,cache1_multi_expired,cache1_default_renewals,cache1_default_misses,cache1_random_evicts,cache1_ID
1,512,PRL,small,doitgen,4775638,9,0,4809647,4,1394070,932,928,932,932,2,1,0,8
1,512,PRL,small,durbin,172786,22,0,174124,4,50013,15,0,0,0,1861,8,0,8
1,512,PRL,small,fdtd-2d,8164867,8,0,10911345,4,2565235,73407,35608,66437,59506,2,0,6970,8
1,512,PRL,small,floyd-warshall,88097529,5,0,100352544,4,17508989,344608,319708,344605,344523,0,0,3,8
1,512,PRL,small,gemm,4104433,6,0,4704482,4,1335707,16695,553,16695,16695,2,1,0,8
1,512,PRL,small,gemver,537492,11,0,693487,4,169110,4292,1041,2574,1921,362,151,1718,8
1,512,PRL,small,gesummv,139151,4,0,181686,4,64225,937,26,937,937,362,10,0,8
1,512,PRL,small,gramschmidt,4839793,14,0,5613286,4,1329126,17274,15342,12588,6788,0,0,4686,8
1,512,PRL,small,heat-3d,13753576,11,0,16287815,4,3662267,70215,33065,66570,56996,2,0,3645,8
1,512,PRL,small,jacobi-1d,2173065,133,0,2206502,4,311677,3,0,0,0,44,1,0,8
1,512,PRL,small,jacobi-2d,12453890,9,0,15152034,4,3641609,75512,39376,75064,73091,1,0,448,8
1,512,PRL,small,lu,5859951,6,0,7210759,4,1697107,37913,970,33726,28708,238,153,4187,8
1,512,PRL,small,ludcmp,5455574,10,0,6888784,4,1162520,40220,1100,36415,30742,957,537,3805,8
1,512,PRL,small,mvt,290175,4,0,364542,4,84591,2049,142,1804,1120,240,13,245,8
1,512,PRL,small,nussinov,16076574,15,0,23111652,4,2842494,169719,1718,110795,89003,181,12,58924,8
1,512,PRL,small,seidel-2d,9643209,8,0,11063745,4,2281129,31672,31138,31672,31672,1,0,0,8
1,512,PRL,small,symm,2386248,7,0,3229520,4,851994,16808,8349,15916,8866,2,0,892,8
1,512,PRL,small,syr2k,3573954,6,0,6302783,4,1101584,71298,733,66471,60470,2,0,4827,8
1,512,PRL,small,syrk,2397877,4,0,2647790,4,777096,6986,582,6982,6950,2,0,4,8
1,512,PRL,small,trisolv,73319,4,0,94884,4,21331,569,68,569,569,242,64,0,8
1,512,PRL,small,trmm,1488447,6,0,1752168,4,427058,7343,344,6962,5904,1,0,381,8
2,64,SHEL,small,2mm,3195761,9,0,3689816,4,894567,13835,452,12920,11260,2,2,915,8
2,64,SHEL,small,3mm,5483943,12,0,6463771,4,1600888,27412,658,24917,19630,0,0,2495,8
2,64,SHEL,small,adi,9657653,16,0,13281865,4,2619692,95000,64182,70864,53478,132,80,24136,8
2,64,SHEL,small,atax,304227,7,0,334355,4,99981,831,35,831,831,240,14,0,8
2,64,SHEL,small,bicg,246306,5,0,291181,4,114477,835,23,835,835,116,7,0,8
2,64,SHEL,small,cholesky,2966629,8,0,3525832,4,862826,15634,642,14595,10110,121,0,1039,8
2,64,SHEL,small,correlation,3782373,15,0,12848388,4,780004,254803,4709,167001,72903,7,3,87802,8
2,64,SHEL,small,covariance,3755783,10,0,13035362,4,760868,261014,4860,157528,60734,2,1,103486,8
2,64,SHEL,small,deriche,2075032,20,0,5576092,4,306847,86389,42868,79963,61629,19,9,6426,8
2,64,SHEL,small,doitgen,4775638,9,0,4809576,4,1394072,930,926,930,930,2,1,0,8
2,64,SHEL,small,durbin,172786,22,0,174126,4,50013,15,0,0,0,23,2,0,8
2,64,SHEL,small,fdtd-2d,8174705,14,0,10878167,4,2575956,71016,35901,69363,62238,172,0,1653,8
2,64,SHEL,small,floyd-warshall,88099266,5,0,100485463,4,17507990,347344,321205,343349,283366,0,0,3995,8
2,64,SHEL,small,gemm,4104433,6,0,4644626,4,1337387,15015,415,14238,11789,2,1,777,8
2,64,SHEL,small,gemver,537416,11,0,660850,4,170013,3389,979,2383,1231,122,10,1006,8
2,64,SHEL,small,gesummv,139151,4,0,181214,4,64235,927,17,927,927,2,0,0,8
2,64,SHEL,small,gramschmidt,4839793,14,0,5632186,4,1328557,17843,15534,11925,5194,80,80,5918,8
2,64,SHEL,small,heat-3d,13754691,13,0,16185536,4,3665477,67005,33100,66568,64259,2,0,437,8
2,64,SHEL,small,jacobi-1d,2173065,133,0,2206486,4,311677,3,0,0,0,4,1,0,8
2,64,SHEL,small,jacobi-2d,12454771,8,0,15036841,4,3645110,72011,39593,70680,64036,1,0,1331,8
2,64,SHEL,small,lu,5862837,7,0,7417120,4,1692039,42981,1007,29630,23345,0,0,13351,8
2,64,SHEL,small,ludcmp,5458470,13,0,7056543,4,1158786,44192,1157,31741,24938,243,107,12451,8
2,64,SHEL,small,mvt,290196,5,0,379447,4,84150,2490,147,1433,341,0,0,1057,8
2,64,SHEL,small,nussinov,16076574,15,0,23039747,4,2844571,167642,2066,59252,46329,2,1,108390,8
2,64,SHEL,small,seidel-2d,9643209,8,0,11066205,4,2281175,31626,31316,31621,31450,1,0,5,8
2,64,SHEL,small,symm,2386248,7,0,3361806,4,848431,20371,10366,12540,5925,2,0,7831,8
2,64,SHEL,small,syr2k,3573954,6,0,6314550,4,1101793,71089,2315,15791,11351,2,0,55298,8
2,64,SHEL,small,syrk,2397877,4,0,2760950,4,773906,10176,570,4439,2813,2,0,5737,8
2,64,SHEL,small,trisolv,73319,4,0,90578,4,21421,479,8,479,479,4,0,0,8
2,64,SHEL,small,trmm,1488447,6,0,1833020,4,424808,9593,361,5221,2520,1,0,4372,8
2,64,PRL,small,2mm,3195740,8,0,3732832,4,893346,15056,446,15027,14969,2,2,29,8
2,64,PRL,small,3mm,5483911,11,0,6590075,4,1597307,30993,657,28606,26636,0,0,2387,8
2,64,PRL,small,adi,9656304,15,0,13881835,4,2603114,111298,72622,61036,54474,12,0,50262,8
2,64,PRL,small,atax,304227,7,0,334324,4,99981,831,35,831,831,240,14,0,8
2,64,PRL,small,bicg,246306,5,0,291140,4,114477,835,23,835,835,116,7,0,8
2,64,PRL,small,cholesky,2966629,8,0,3553285,4,862053,16407,619,16407,16407,121,0,0,8
2,64,PRL,small,correlation,3782328,16,0,11993219,4,804028,230779,4244,196194,126699,7,3,34585,8
2,64,PRL,small,covariance,3755750,10,0,12532539,4,774937,246945,4538,178078,85393,2,1,68867,8
2,64,PRL,small,deriche,2074963,19,0,6395862,4,288212,105020,54517,86933,65436,16,4,18087,8
2,64,PRL,small,doitgen,4775638,9,0,4809576,4,1394072,930,926,930,930,2,1,0,8
2,64,PRL,small,durbin,172786,22,0,174147,4,50013,15,0,0,0,23,2,0,8
2,64,PRL,small,fdtd-2d,8164867,8,0,10922168,4,2564822,73820,35699,65939,57809,2,0,7881,8
2,64,PRL,small,floyd-warshall,88099053,5,0,100454051,4,17508547,346574,320873,345371,325472,0,0,1203,8
2,64,PRL,small,gemm,4104433,6,0,4640159,4,1337505,14897,395,14474,13094,2,1,423,8
2,64,PRL,small,gemver,537492,11,0,687697,4,169252,4150,1004,2492,1787,122,9,1658,8
2,64,PRL,small,gesummv,139151,4,0,181228,4,64235,927,17,927,927,2,0,0,8
2,64,PRL,small,gramschmidt,4839793,14,0,5621405,4,1328873,17527,15402,12275,5906,80,80,5252,8
2,64,PRL,small,heat-3d,13753576,11,0,16258432,4,3663130,69352,33041,66681,60105,2,0,2671,8
2,64,PRL,small,jacobi-1d,2173065,133,0,2206475,4,311677,3,0,0,0,4,1,0,8
2,64,PRL,small,jacobi-2d,12453890,9,0,15144473,4,3641856,75265,39439,71205,61857,1,0,4060,8
2,64,PRL,small,lu,5859951,6,0,7231701,4,1696423,38597,953,31483,26204,0,0,7114,8
2,64,PRL,small,ludcmp,5455574,10,0,6821030,4,1164379,38361,1016,34190,29331,243,10,4171,8
2,64,PRL,small,mvt,290175,4,0,362822,4,84635,2005,138,1760,1025,0,0,245,8
2,64,PRL,small,nussinov,16076574,15,0,22716658,4,2853617,158596,1934,72577,56194,2,1,86019,8
2,64,PRL,small,seidel-2d,9643209,8,0,11062848,4,2281202,31599,31290,31599,31599,1,0,0,8
2,64,PRL,small,symm,2386248,7,0,3231775,4,851979,16823,8417,15783,7778,2,0,1040,8
2,64,PRL,small,syr2k,3573954,6,0,6513120,4,1095578,77304,535,76268,74123,2,0,1036,8
2,64,PRL,small,syrk,2397877,4,0,2647702,4,777071,7011,404,6609,6099,2,0,402,8
2,64,PRL,small,trisolv,73319,4,0,90569,4,21421,479,8,479,479,4,0,0,8
2,64,PRL,small,trmm,1488447,6,0,1743798,4,427297,7104,334,7102,6999,1,0,2,8
2,128,SHEL,small,2mm,3195761,9,0,3735860,4,893289,15113,475,11663,7195,2,2,3450,8
2,128,SHEL,small,3mm,5483943,12,0,6519128,4,1599334,28966,676,23756,16647,0,0,5210,8
2,128,SHEL,small,adi,9657653,16,0,13271431,4,2619614,95078,62371,71949,56490,252,119,23129,8
2,128,SHEL,small,atax,304227,7,0,334343,4,99981,831,35,831,831,240,14,0,8
2,128,SHEL,small,bicg,246306,5,0,291337,4,114473,839,26,839,839,240,14,0,8
2,128,SHEL,small,cholesky,2966629,8,0,3541182,4,862419,16041,622,16014,14879,478,199,27,8
2,128,SHEL,small,correlation,3782373,15,0,13019022,4,775249,259558,4797,160275,64689,407,89,99283,8
2,128,SHEL,small,covariance,3755783,10,0,13181219,4,756737,265145,4879,152120,56045,162,6,113025,8
2,128,SHEL,small,deriche,2075032,20,0,5440275,4,308698,84538,40762,83152,76317,20,10,1386,8
2,128,SHEL,small,doitgen,4775638,9,0,4809582,4,1394072,930,926,930,930,2,1,0,8
2,128,SHEL,small,durbin,172786,22,0,174123,4,50013,15,0,0,0,261,8,0,8
2,128,SHEL,small,fdtd-2d,8174705,14,0,10848673,4,2576203,70769,35254,69293,63454,252,40,1476,8
2,128,SHEL,small,floyd-warshall,88099177,5,0,100474999,4,17507835,347410,321181,343181,265499,0,0,4229,8
2,128,SHEL,small,gemm,4104433,6,0,4649325,4,1337257,15145,656,14774,13341,2,1,371,8
2,128,SHEL,small,gemver,537416,11,0,688610,4,169231,4171,970,3780,3285,122,10,391,8
2,128,SHEL,small,gesummv,139151,4,0,181227,4,64235,927,18,927,927,92,0,0,8
2,128,SHEL,small,gramschmidt,4839793,14,0,5642142,4,1328319,18081,15608,11824,4925,80,80,6257,8
2,128,SHEL,small,heat-3d,13754691,13,0,16182314,4,3665542,66940,33095,66638,64950,2,0,302,8
2,128,SHEL,small,jacobi-1d,2173065,133,0,2206510,4,311677,3,0,0,0,44,1,0,8
2,128,SHEL,small,jacobi-2d,12454771,8,0,15031778,4,3645272,71849,38906,71326,68466,1,0,523,8
2,128,SHEL,small,lu,5862837,7,0,7388482,4,1692836,42184,1020,30323,23567,0,0,11861,8
2,128,SHEL,small,ludcmp,5458470,13,0,7060919,4,1158682,44296,1221,31829,25067,243,3,12467,8
2,128,SHEL,small,mvt,290196,5,0,380136,4,84143,2497,164,2090,1745,120,7,407,8
2,128,SHEL,small,nussinov,16076574,15,0,23016736,4,2845265,166948,2128,59829,46762,181,12,107119,8
2,128,SHEL,small,seidel-2d,9643209,8,0,11076992,4,2280876,31925,31557,31216,21160,1,0,709,8
2,128,SHEL,small,symm,2386248,7,0,3363312,4,848147,20655,9793,12769,6165,2,0,7886,8
2,128,SHEL,small,syr2k,3573954,6,0,6296677,4,1102218,70664,2154,15978,10168,2,0,54686,8
2,128,SHEL,small,syrk,2397877,4,0,2715883,4,775185,8897,623,5545,4148,2,0,3352,8
2,128,SHEL,small,trisolv,73319,4,0,94837,4,21331,569,68,569,569,242,64,0,8
2,128,SHEL,small,trmm,1488447,6,0,1841810,4,424566,9835,365,5316,2673,1,0,4519,8
2,128,PRL,small,2mm,3195740,8,0,3750369,4,892843,15559,454,14710,13205,2,2,849,8
2,128,PRL,small,3mm,5483911,11,0,6579352,4,1597606,30694,656,28476,26630,0,0,2218,8
2,128,PRL,small,adi,9656304,15,0,13987863,4,2600126,114286,74654,61432,49471,12,0,52854,8
2,128,PRL,small,atax,304227,7,0,334364,4,99981,831,35,831,831,240,14,0,8
2,128,PRL,small,bicg,246306,5,0,291356,4,114473,839,26,839,839,240,14,0,8
2,128,PRL,small,cholesky,2966629,8,0,3609653,4,860478,17982,596,17982,17982,478,193,0,8
2,128,PRL,small,correlation,3782328,16,0,12794712,4,781488,253319,4713,167138,72678,407,89,86181,8
2,128,PRL,small,covariance,3755750,10,0,12678305,4,770827,251055,4611,173512,79452,162,6,77543,8
2,128,PRL,small,deriche,2074963,19,0,6386355,4,286848,106384,49467,84812,65204,16,4,21572,8
2,128,PRL,small,doitgen,4775638,9,0,4809587,4,1394072,930,926,930,930,2,1,0,8
2,128,PRL,small,durbin,172786,22,0,174147,4,50013,15,0,0,0,261,8,0,8
2,128,PRL,small,fdtd-2d,8164867,8,0,10924888,4,2564225,74417,35806,65729,56088,2,0,8688,8
2,128,PRL,small,floyd-warshall,88098692,5,0,100436575,4,17508366,346394,320731,345732,331948,0,0,662,8
2,128,PRL,small,gemm,4104433,6,0,4653986,4,1337139,15263,639,15263,15262,2,1,0,8
2,128,PRL,small,gemver,537492,11,0,688053,4,169232,4170,979,2454,1787,122,10,1716,8
2,128,PRL,small,gesummv,139151,4,0,181228,4,64235,927,18,927,927,92,0,0,8
2,128,PRL,small,gramschmidt,4839793,14,0,5630600,4,1328609,17791,15490,12055,5465,80,80,5736,8
2,128,PRL,small,heat-3d,13753576,11,0,16282253,4,3662503,69979,33104,66383,57383,2,0,3596,8
2,128,PRL,small,jacobi-1d,2173065,133,0,2206490,4,311677,3,0,0,0,44,1,0,8
2,128,PRL,small,jacobi-2d,12453890,9,0,15134948,4,3642106,75015,39312,72219,64742,1,0,2796,8
2,128,PRL,small,lu,5859951,6,0,7188321,4,1697641,37379,956,32674,27732,0,0,4705,8
2,128,PRL,small,ludcmp,5455574,10,0,6824607,4,1164285,38455,981,34191,29416,719,379,4264,8
2,128,PRL,small,mvt,290175,4,0,431186,4,82707,3933,122,3933,3933,120,6,0,8
2,128,PRL,small,nussinov,16076574,15,0,22791373,4,2851539,160674,1887,84288,66734,181,12,76386,8
2,128,PRL,small,seidel-2d,9643209,8,0,11052387,4,2281281,31520,31158,31520,31520,1,0,0,8
2,128,PRL,small,symm,2386248,7,0,3222874,4,852197,16605,8226,16252,11433,2,0,353,8
2,128,PRL,small,syr2k,3573954,6,0,6417550,4,1098315,74567,629,72692,69544,2,0,1875,8
2,128,PRL,small,syrk,2397877,4,0,2642141,4,777242,6840,484,6840,6840,2,0,0,8
2,128,PRL,small,trisolv,73319,4,0,94837,4,21331,569,68,569,569,242,64,0,8
2,128,PRL,small,trmm,1488447,6,0,1749343,4,427138,7263,341,7184,6739,1,0,79,8
2,256,SHEL,small,2mm,3195761,9,0,3827600,4,890704,17698,489,11562,7771,2,2,6136,8
2,256,SHEL,small,3mm,5483943,12,0,6520607,4,1599286,29014,682,23656,16566,0,0,5358,8
2,256,SHEL,small,adi,9657653,16,0,13648044,4,2609863,104829,69049,65065,50291,252,119,39764,8
2,256,SHEL,small,atax,304227,7,0,334129,4,99987,825,29,825,825,124,7,0,8
2,256,SHEL,small,bicg,246306,5,0,291580,4,114469,843,29,843,843,240,14,0,8
2,256,SHEL,small,cholesky,2966629,8,0,3597319,4,860981,17479,671,14698,11460,597,298,2781,8
2,256,SHEL,small,correlation,3782373,15,0,13011452,4,775444,259363,4777,159362,63270,487,94,100001,8
2,256,SHEL,small,covariance,3755783,10,0,13139596,4,757892,263990,4815,152527,56865,162,6,111463,8
2,256,SHEL,small,deriche,2075032,20,0,5478319,4,307871,85365,40888,81498,66514,20,10,3867,8
2,256,SHEL,small,doitgen,4775638,9,0,4809578,4,1394072,930,926,930,930,2,1,0,8
2,256,SHEL,small,durbin,172786,22,0,174124,4,50013,15,0,0,0,379,8,0,8
2,256,SHEL,small,fdtd-2d,8174705,14,0,10877369,4,2575500,71472,35307,68455,57521,292,40,3017,8
2,256,SHEL,small,floyd-warshall,88099247,5,0,100465931,4,17508349,346966,321085,344599,299238,0,0,2367,8
2,256,SHEL,small,gemm,4104433,6,0,4648417,4,1337298,15104,640,15074,14941,2,1,30,8
2,256,SHEL,small,gemver,537416,11,0,689762,4,169213,4189,979,3430,2500,482,26,759,8
2,256,SHEL,small,gesummv,139151,4,0,181455,4,64230,932,21,932,932,272,5,0,8
2,256,SHEL,small,gramschmidt,4839793,14,0,5663174,4,1327713,18687,15890,11735,4597,0,0,6952,8
2,256,SHEL,small,heat-3d,13754691,13,0,16228444,4,3664528,67954,33118,67272,63774,2,0,682,8
2,256,SHEL,small,jacobi-1d,2173065,133,0,2206474,4,311677,3,0,0,0,120,2,0,8
2,256,SHEL,small,jacobi-2d,12454771,8,0,15057258,4,3644553,72568,39659,70069,59634,1,0,2499,8
2,256,SHEL,small,lu,5862837,7,0,7420528,4,1691933,43087,1012,30215,23746,119,0,12872,8
2,256,SHEL,small,ludcmp,5458470,13,0,7099486,4,1157736,45242,1190,32716,25579,957,616,12526,8
2,256,SHEL,small,mvt,290196,5,0,401970,4,83532,3108,178,2690,2215,240,15,418,8
2,256,SHEL,small,nussinov,16076574,15,0,23066347,4,2843840,168373,2125,60294,46860,2,1,108079,8
2,256,SHEL,small,seidel-2d,9643209,8,0,11071934,4,2281014,31787,31211,31367,24788,1,0,420,8
2,256,SHEL,small,symm,2386248,7,0,3423889,4,846768,22034,11206,11297,5104,2,0,10737,8
2,256,SHEL,small,syr2k,3573954,6,0,6305183,4,1102034,70848,2379,17044,9810,2,0,53804,8
2,256,SHEL,small,syrk,2397877,4,0,2759694,4,773939,10143,569,4397,3266,2,0,5746,8
2,256,SHEL,small,trisolv,73319,4,0,91717,4,21388,512,11,512,512,480,73,0,8
2,256,SHEL,small,trmm,1488447,6,0,1891334,4,423175,11226,385,4458,1943,1,0,6768,8
2,256,PRL,small,2mm,3195740,8,0,3807825,4,891234,17168,454,14998,12307,2,2,2170,8
2,256,PRL,small,3mm,5483911,11,0,6606366,4,1596841,31459,669,28350,26137,0,0,3109,8
2,256,PRL,small,adi,9656304,15,0,14023195,4,2599271,115141,75103,60695,46961,12,0,54446,8
2,256,PRL,small,atax,304227,7,0,334153,4,99987,825,29,825,825,124,7,0,8
2,256,PRL,small,bicg,246306,5,0,291580,4,114469,843,29,843,843,240,14,0,8
2,256,PRL,small,cholesky,2966629,8,0,3607469,4,860698,17762,651,16940,15703,597,296,822,8
2,256,PRL,small,correlation,3782328,16,0,11984664,4,804248,230559,4254,196100,125790,487,93,34459,8
2,256,PRL,small,covariance,3755750,10,0,12149393,4,785722,236160,4361,190096,108701,162,6,46064,8
2,256,PRL,small,deriche,2074963,19,0,6322889,4,288014,105218,48047,86498,65410,16,4,18720,8
2,256,PRL,small,doitgen,4775638,9,0,4809586,4,1394072,930,926,930,930,2,1,0,8
2,256,PRL,small,durbin,172786,22,0,174126,4,50013,15,0,0,0,379,8,0,8
2,256,PRL,small,fdtd-2d,8164867,8,0,10918808,4,2565114,73528,35613,65973,58111,2,0,7555,8
2,256,PRL,small,floyd-warshall,88097271,5,0,100456879,4,17506814,346525,320386,346510,345876,0,0,15,8
2,256,PRL,small,gemm,4104433,6,0,4678986,4,1336435,15967,595,15967,15967,2,1,0,8
2,256,PRL,small,gemver,537492,11,0,714712,4,168504,4898,998,3272,2538,482,25,1626,8
2,256,PRL,small,gesummv,139151,4,0,181455,4,64230,932,21,932,932,272,5,0,8
2,256,PRL,small,gramschmidt,4839793,14,0,5618093,4,1328971,17429,15381,12360,6132,0,0,5069,8
2,256,PRL,small,heat-3d,13753576,11,0,16305152,4,3662050,70432,33080,66728,58639,2,0,3704,8
2,256,PRL,small,jacobi-1d,2173065,133,0,2206494,4,311677,3,0,0,0,120,2,0,8
2,256,PRL,small,jacobi-2d,12453890,9,0,15153646,4,3641602,75519,39548,69917,58860,1,0,5602,8
2,256,PRL,small,lu,5859951,6,0,7171610,4,1698112,36908,937,33865,29244,119,0,3043,8
2,256,PRL,small,ludcmp,5455574,10,0,6837834,4,1163907,38833,1044,34557,29630,243,212,4276,8
2,256,PRL,small,mvt,290175,4,0,447686,4,82244,4396,133,4396,4396,240,13,0,8
2,256,PRL,small,nussinov,16076574,15,0,22874733,4,2849218,162995,2041,62691,49579,2,1,100304,8
2,256,PRL,small,seidel-2d,9643209,8,0,11064244,4,2281202,31599,31056,31599,31599,1,0,0,8
2,256,PRL,small,symm,2386248,7,0,3275544,4,850724,18078,9146,14757,7717,2,0,3321,8
2,256,PRL,small,syr2k,3573954,6,0,6524583,4,1095257,77625,673,75006,70684,2,0,2619,8
2,256,PRL,small,syrk,2397877,4,0,2641739,4,777229,6853,381,6779,6651,2,0,74,8
2,256,PRL,small,trisolv,73319,4,0,91740,4,21388,512,11,512,512,480,73,0,8
2,256,PRL,small,trmm,1488447,6,0,1760733,4,426824,7577,349,6734,5086,1,0,843,8
2,512,SHEL,small,2mm,3195761,9,0,3751906,4,892833,15569,472,11889,7172,2,2,3680,8
2,512,SHEL,small,3mm,5483943,12,0,6499193,4,1599881,28419,672,24794,16374,0,0,3625,8
2,512,SHEL,small,adi,9657653,16,0,13453398,4,2614889,99803,70145,87257,78156,252,80,12546,8
2,512,SHEL,small,atax,304227,7,0,334177,4,99987,825,29,825,825,124,7,0,8
2,512,SHEL,small,bicg,246306,5,0,291563,4,114469,843,29,843,843,240,14,0,8
2,512,SHEL,small,cholesky,2966629,8,0,3558699,4,861939,16521,677,11303,4839,597,293,5218,8
2,512,SHEL,small,correlation,3782373,15,0,13064212,4,773945,260862,4809,157962,61857,407,94,102900,8
2,512,SHEL,small,covariance,3755783,10,0,13095134,4,759294,262588,4770,157121,61054,82,6,105467,8
2,512,SHEL,small,deriche,2075032,20,0,5346653,4,308120,85116,27239,84629,82874,20,10,487,8
2,512,SHEL,small,doitgen,4775638,9,0,4809587,4,1394072,930,926,930,930,2,1,0,8
2,512,SHEL,small,durbin,172786,22,0,174123,4,50013,15,0,0,0,5052,3,0,8
2,512,SHEL,small,fdtd-2d,8174705,14,0,10836345,4,2576298,70674,35105,70245,68252,332,40,429,8
2,512,SHEL,small,floyd-warshall,88099493,5,0,100473383,4,17507573,347988,321432,339224,178349,0,0,8764,8
2,512,SHEL,small,gemm,4104433,6,0,4647542,4,1337317,15085,638,15082,15069,2,1,3,8
2,512,SHEL,small,gemver,537416,11,0,687601,4,169266,4136,970,3868,3593,362,17,268,8
2,512,SHEL,small,gesummv,139151,4,0,181679,4,64225,937,26,937,937,362,10,0,8
2,512,SHEL,small,gramschmidt,4839793,14,0,5656451,4,1328113,18287,15898,12857,5842,80,80,5430,8
2,512,SHEL,small,heat-3d,13754691,13,0,16504765,4,3657797,74685,33149,63073,34272,2,0,11612,8
2,512,SHEL,small,jacobi-1d,2173065,133,0,2206478,4,311677,3,0,0,0,120,2,0,8
2,512,SHEL,small,jacobi-2d,12454771,8,0,15031048,4,3645289,71832,38856,71283,67978,1,0,549,8
2,512,SHEL,small,lu,5862837,7,0,7434614,4,1691598,43422,1032,30591,23782,238,147,12831,8
2,512,SHEL,small,ludcmp,5458470,13,0,7075517,4,1158296,44682,1336,33434,26405,838,492,11248,8
2,512,SHEL,small,mvt,290196,5,0,373887,4,84330,2310,150,1752,1000,120,8,558,8
2,512,SHEL,small,nussinov,16076574,15,0,23048421,4,2844330,167883,2082,61454,47781,181,12,106429,8
2,512,SHEL,small,seidel-2d,9643209,8,0,11084896,4,2280632,32169,31537,30915,19051,1,0,1254,8
2,512,SHEL,small,symm,2386248,7,0,3364632,4,848044,20758,9746,12762,5919,2,0,7996,8
2,512,SHEL,small,syr2k,3573954,6,0,6293046,4,1102442,70440,2353,16245,10727,2,0,54195,8
2,512,SHEL,small,syrk,2397877,4,0,2810338,4,772561,11521,858,3932,2167,2,0,7589,8
2,512,SHEL,small,trisolv,73319,4,0,91762,4,21388,512,11,512,512,361,68,0,8
2,512,SHEL,small,trmm,1488447,6,0,1816547,4,425271,9130,358,5613,2940,1,0,3517,8
2,512,PRL,small,2mm,3195740,8,0,3773272,4,892227,16175,460,15127,13472,2,2,1048,8
2,512,PRL,small,3mm,5483911,11,0,6551861,4,1598379,29921,644,29260,28485,0,0,661,8
2,512,PRL,small,adi,9656304,15,0,14458619,4,2587537,126875,80328,58892,48483,12,0,67983,8
2,512,PRL,small,atax,304227,7,0,334153,4,99987,825,29,825,825,124,7,0,8
2,512,PRL,small,bicg,246306,5,0,291580,4,114469,843,29,843,843,240,14,0,8
2,512,PRL,small,cholesky,2966629,8,0,3616589,4,860295,18165,598,18165,18165,597,284,0,8
2,512,PRL,small,correlation,3782328,16,0,11783437,4,809966,224841,4007,224828,224705,407,94,13,8
2,512,PRL,small,covariance,3755750,10,0,12001376,4,789867,232015,4285,194194,119777,82,6,37821,8
2,512,PRL,small,deriche,2074963,19,0,6307291,4,288247,104985,47690,87170,65415,16,4,17815,8
2,512,PRL,small,doitgen,4775638,9,0,4809576,4,1394072,930,926,930,930,2,1,0,8
2,512,PRL,small,durbin,172786,22,0,174126,4,50013,15,0,0,0,5052,3,0,8
2,512,PRL,small,fdtd-2d,8164867,8,0,10941933,4,2564259,74383,35783,66757,57147,2,0,7626,8
2,512,PRL,small,floyd-warshall,88098719,5,0,100359146,4,17509920,344867,320011,344446,333950,0,0,421,8
2,512,PRL,small,gemm,4104433,6,0,4727231,4,1335072,17330,511,17330,17330,2,1,0,8
2,512,PRL,small,gemver,537492,11,0,672216,4,169681,3721,964,3563,2407,362,17,158,8
2,512,PRL,small,gesummv,139151,4,0,181691,4,64225,937,26,937,937,362,10,0,8
2,512,PRL,small,gramschmidt,4839793,14,0,5638211,4,1328690,17710,15847,13651,8415,80,80,4059,8
2,512,PRL,small,heat-3d,13753576,11,0,16359383,4,3660691,71791,33112,66588,55421,2,0,5203,8
2,512,PRL,small,jacobi-1d,2173065,133,0,2206498,4,311677,3,0,0,0,120,2,0,8
2,512,PRL,small,jacobi-2d,12453890,9,0,15137078,4,3642053,75068,39315,72628,65583,1,0,2440,8
2,512,PRL,small,lu,5859951,6,0,7163027,4,1698413,36607,951,35212,31549,238,151,1395,8
2,512,PRL,small,ludcmp,5455574,10,0,6856722,4,1163462,39278,1192,37397,34107,481,288,1881,8
2,512,PRL,small,mvt,290175,4,0,475326,4,81467,5173,124,5173,5173,120,7,0,8
2,512,PRL,small,nussinov,16076574,15,0,22702043,4,2854072,158141,1981,65845,53122,181,12,92296,8
2,512,PRL,small,seidel-2d,9643209,8,0,11056542,4,2281218,31583,31034,31583,31583,1,0,0,8
2,512,PRL,small,symm,2386248,7,0,3267089,4,850844,17958,8641,15331,8145,2,0,2627,8
2,512,PRL,small,syr2k,3573954,6,0,6162567,4,1105661,67221,966,55739,46309,2,0,11482,8
2,512,PRL,small,syrk,2397877,4,0,2667996,4,776529,7553,612,6759,5834,2,0,794,8
2,512,PRL,small,trisolv,73319,4,0,91746,4,21388,512,11,512,512,361,68,0,8
2,512,PRL,small,trmm,1488447,6,0,1744690,4,427270,7131,337,7085,6932,1,0,46,8
2,1024,SHEL,small,2mm,3195761,9,0,3718621,4,893758,14644,466,12071,7881,2,2,2573,8
2,1024,SHEL,small,3mm,5483943,12,0,7011178,4,1585563,42737,832,16464,6272,0,0,26273,8
2,1024,SHEL,small,adi,9657653,16,0,13099135,4,2624342,90350,59572,77393,67681,252,119,12957,8
2,1024,SHEL,small,atax,304227,7,0,357572,4,99331,1481,683,1481,1481,240,14,0,8
2,1024,SHEL,small,bicg,246306,5,0,322776,4,113608,1704,891,1704,1704,240,14,0,8
2,1024,SHEL,small,cholesky,2966629,8,0,3629740,4,859923,18537,714,9568,4333,478,194,8969,8
