seed,rate,num_ways,cache_size,policy,dataset_Size,benchmark_name,predicted_misses
2,1024,512,512,CLAM,medium,gemver,34016
2,1024,512,512,CLAM,medium,gemm,568895
2,1024,512,512,CLAM,medium,jacobi-2d,1432276
2,1024,512,512,CLAM,medium,jacobi-1d,3716
2,1024,512,512,CLAM,medium,mvt,23290
2,1024,512,512,CLAM,medium,heat-3d,1501456
2,1024,512,512,CLAM,medium,trmm,240533
2,1024,512,512,CLAM,medium,covariance,499634
2,1024,512,512,CLAM,medium,correlation,450764
2,1024,512,512,CLAM,medium,trisolv,4303
2,1024,512,512,CLAM,medium,ludcmp,1352726
2,1024,512,512,CLAM,medium,bicg,10222
2,1024,512,512,CLAM,medium,lu,1310377
2,1024,512,512,CLAM,medium,seidel-2d,986662
2,1024,512,512,CLAM,medium,gesummv,8955
2,1024,512,512,CLAM,medium,floyd-warshall,7747053
2,1024,512,512,CLAM,medium,doitgen,9745
3,64,512,512,CLAM,small,deriche,20887
3,64,512,512,CLAM,small,fdtd-2d,29631
3,64,512,512,CLAM,small,syrk,1070
3,64,512,512,CLAM,small,nussinov,36263
3,64,512,512,CLAM,small,durbin,41
3,64,512,512,CLAM,small,2mm,1431
3,64,512,512,CLAM,small,gramschmidt,1507
3,64,512,512,CLAM,small,3mm,2583
3,64,512,512,CLAM,small,adi,31955
3,64,512,512,CLAM,small,symm,1683
3,64,512,512,CLAM,small,syr2k,2149
3,64,512,512,CLAM,small,cholesky,613
3,64,512,512,CLAM,small,atax,1215
3,64,512,512,CLAM,small,gemver,1510
3,64,512,512,CLAM,small,gemm,1488
3,64,512,512,CLAM,small,jacobi-2d,43184
3,64,512,512,CLAM,small,jacobi-1d,264
3,64,512,512,CLAM,small,mvt,1219
3,64,512,512,CLAM,small,heat-3d,33612
3,64,512,512,CLAM,small,trmm,1031
3,64,512,512,CLAM,small,covariance,1224
3,64,512,512,CLAM,small,correlation,1560
3,64,512,512,CLAM,small,trisolv,473
3,64,512,512,CLAM,small,ludcmp,1710
3,64,512,512,CLAM,small,bicg,1308
3,64,512,512,CLAM,small,lu,1885
3,64,512,512,CLAM,small,seidel-2d,23139
3,64,512,512,CLAM,small,gesummv,1175
3,64,512,512,CLAM,small,floyd-warshall,315703
3,64,512,512,CLAM,small,doitgen,1111
3,64,512,512,CLAM,medium,deriche,605457
3,64,512,512,CLAM,medium,fdtd-2d,1763290
3,64,512,512,CLAM,medium,syrk,308874
3,64,512,512,CLAM,medium,nussinov,1385912
3,64,512,512,CLAM,medium,durbin,73
3,64,512,512,CLAM,medium,2mm,844564
3,64,512,512,CLAM,medium,gramschmidt,359426
3,64,512,512,CLAM,medium,3mm,1312636
3,64,512,512,CLAM,medium,adi,1957333
3,64,512,512,CLAM,medium,symm,572663
3,64,512,512,CLAM,medium,syr2k,725344
3,64,512,512,CLAM,medium,cholesky,599024
3,64,512,512,CLAM,medium,atax,11119
3,64,512,512,CLAM,medium,gemver,33888
3,64,512,512,CLAM,medium,gemm,572142
3,64,512,512,CLAM,medium,jacobi-2d,1461978
3,64,512,512,CLAM,medium,jacobi-1d,348
3,64,512,512,CLAM,medium,mvt,21959
3,64,512,512,CLAM,medium,heat-3d,1489448
3,64,512,512,CLAM,medium,trmm,263969
3,64,512,512,CLAM,medium,covariance,488890
3,64,512,512,CLAM,medium,correlation,493121
3,64,512,512,CLAM,medium,trisolv,5081
3,64,512,512,CLAM,medium,ludcmp,1271181
3,64,512,512,CLAM,medium,bicg,10493
3,64,512,512,CLAM,medium,lu,1281596
3,64,512,512,CLAM,medium,seidel-2d,993194
3,64,512,512,CLAM,medium,gesummv,9073
3,64,512,512,CLAM,medium,floyd-warshall,7815822
3,64,512,512,CLAM,medium,doitgen,9965
3,128,512,512,CLAM,small,deriche,21045
3,128,512,512,CLAM,small,fdtd-2d,25981
3,128,512,512,CLAM,small,syrk,1712
3,128,512,512,CLAM,small,nussinov,36918
3,128,512,512,CLAM,small,durbin,41
3,128,512,512,CLAM,small,2mm,1519
3,128,512,512,CLAM,small,gramschmidt,1692
3,128,512,512,CLAM,small,3mm,2317
3,128,512,512,CLAM,small,adi,26557
3,128,512,512,CLAM,small,symm,1475
3,128,512,512,CLAM,small,syr2k,2557
3,128,512,512,CLAM,small,cholesky,1035
3,128,512,512,CLAM,small,atax,530
3,128,512,512,CLAM,small,gemver,1175
3,128,512,512,CLAM,small,gemm,1166
3,128,512,512,CLAM,small,jacobi-2d,44508
3,128,512,512,CLAM,small,jacobi-1d,413
3,128,512,512,CLAM,small,mvt,821
3,128,512,512,CLAM,small,heat-3d,34345
3,128,512,512,CLAM,small,trmm,1036
3,128,512,512,CLAM,small,covariance,1452
3,128,512,512,CLAM,small,correlation,1592
3,128,512,512,CLAM,small,trisolv,326
3,128,512,512,CLAM,small,ludcmp,1898
3,128,512,512,CLAM,small,bicg,1141
3,128,512,512,CLAM,small,lu,1248
3,128,512,512,CLAM,small,seidel-2d,22563
3,128,512,512,CLAM,small,gesummv,1684
3,128,512,512,CLAM,small,floyd-warshall,315500
3,128,512,512,CLAM,small,doitgen,1323
3,128,512,512,CLAM,medium,deriche,584588
3,128,512,512,CLAM,medium,fdtd-2d,1767397
3,128,512,512,CLAM,medium,syrk,302716
3,128,512,512,CLAM,medium,nussinov,1359938
3,128,512,512,CLAM,medium,durbin,73
3,128,512,512,CLAM,medium,2mm,839922
3,128,512,512,CLAM,medium,gramschmidt,362916
3,128,512,512,CLAM,medium,3mm,1301983
3,128,512,512,CLAM,medium,adi,1934156
3,128,512,512,CLAM,medium,symm,567071
3,128,512,512,CLAM,medium,syr2k,709762
3,128,512,512,CLAM,medium,cholesky,597913
3,128,512,512,CLAM,medium,atax,9835
3,128,512,512,CLAM,medium,gemver,28462
3,128,512,512,CLAM,medium,gemm,572121
3,128,512,512,CLAM,medium,jacobi-2d,1481244
3,128,512,512,CLAM,medium,jacobi-1d,668
3,128,512,512,CLAM,medium,mvt,22917
3,128,512,512,CLAM,medium,heat-3d,1498220
3,128,512,512,CLAM,medium,trmm,261045
3,128,512,512,CLAM,medium,covariance,483599
3,128,512,512,CLAM,medium,correlation,494947
3,128,512,512,CLAM,medium,trisolv,4956
3,128,512,512,CLAM,medium,ludcmp,1284567
3,128,512,512,CLAM,medium,bicg,9262
3,128,512,512,CLAM,medium,lu,1297705
3,128,512,512,CLAM,medium,seidel-2d,979791
3,128,512,512,CLAM,medium,gesummv,8721
3,128,512,512,CLAM,medium,floyd-warshall,7678728
3,128,512,512,CLAM,medium,doitgen,10497
3,256,512,512,CLAM,small,deriche,22206
3,256,512,512,CLAM,small,fdtd-2d,30409
3,256,512,512,CLAM,small,syrk,1989
3,256,512,512,CLAM,small,nussinov,29194
3,256,512,512,CLAM,small,durbin,41
3,256,512,512,CLAM,small,2mm,1657
3,256,512,512,CLAM,small,gramschmidt,2254
3,256,512,512,CLAM,small,3mm,4105
3,256,512,512,CLAM,small,adi,22305
3,256,512,512,CLAM,small,symm,1737
3,256,512,512,CLAM,small,syr2k,2094
3,256,512,512,CLAM,small,cholesky,1174
3,256,512,512,CLAM,small,atax,866
3,256,512,512,CLAM,small,gemver,665
3,256,512,512,CLAM,small,gemm,1623
3,256,512,512,CLAM,small,jacobi-2d,39630
3,256,512,512,CLAM,small,jacobi-1d,474
3,256,512,512,CLAM,small,mvt,735
3,256,512,512,CLAM,small,heat-3d,30542
3,256,512,512,CLAM,small,trmm,972
3,256,512,512,CLAM,small,covariance,1278
3,256,512,512,CLAM,small,correlation,2049
3,256,512,512,CLAM,small,trisolv,286
3,256,512,512,CLAM,small,ludcmp,1513
3,256,512,512,CLAM,small,bicg,1015
3,256,512,512,CLAM,small,lu,1504
3,256,512,512,CLAM,small,seidel-2d,20978
3,256,512,512,CLAM,small,gesummv,719
3,256,512,512,CLAM,small,floyd-warshall,322280
3,256,512,512,CLAM,small,doitgen,1273
3,256,512,512,CLAM,medium,deriche,565774
3,256,512,512,CLAM,medium,fdtd-2d,1735761
3,256,512,512,CLAM,medium,syrk,312914
3,256,512,512,CLAM,medium,nussinov,1372078
3,256,512,512,CLAM,medium,durbin,73
3,256,512,512,CLAM,medium,2mm,881867
3,256,512,512,CLAM,medium,gramschmidt,380917
3,256,512,512,CLAM,medium,3mm,1307615
3,256,512,512,CLAM,medium,adi,1951310
3,256,512,512,CLAM,medium,symm,600250
3,256,512,512,CLAM,medium,syr2k,714634
3,256,512,512,CLAM,medium,cholesky,597651
3,256,512,512,CLAM,medium,atax,10842
3,256,512,512,CLAM,medium,gemver,30239
3,256,512,512,CLAM,medium,gemm,569182
3,256,512,512,CLAM,medium,jacobi-2d,1449379
3,256,512,512,CLAM,medium,jacobi-1d,1052
3,256,512,512,CLAM,medium,mvt,24630
3,256,512,512,CLAM,medium,heat-3d,1511449
3,256,512,512,CLAM,medium,trmm,259481
3,256,512,512,CLAM,medium,covariance,471338
3,256,512,512,CLAM,medium,correlation,469767
3,256,512,512,CLAM,medium,trisolv,4559
3,256,512,512,CLAM,medium,ludcmp,1294601
3,256,512,512,CLAM,medium,bicg,11962
3,256,512,512,CLAM,medium,lu,1249807
3,256,512,512,CLAM,medium,seidel-2d,971968
3,256,512,512,CLAM,medium,gesummv,10506
3,256,512,512,CLAM,medium,floyd-warshall,7730126
3,256,512,512,CLAM,medium,doitgen,11337
3,512,512,512,CLAM,small,deriche,22451
3,512,512,512,CLAM,small,fdtd-2d,26996
3,512,512,512,CLAM,small,syrk,2189
3,512,512,512,CLAM,small,nussinov,46379
3,512,512,512,CLAM,small,durbin,41
3,512,512,512,CLAM,small,2mm,3258
3,512,512,512,CLAM,small,gramschmidt,2431
3,512,512,512,CLAM,small,3mm,4515
3,512,512,512,CLAM,small,adi,25386
3,512,512,512,CLAM,small,symm,2488
3,512,512,512,CLAM,small,syr2k,2441
3,512,512,512,CLAM,small,cholesky,1446
3,512,512,512,CLAM,small,atax,1128
3,512,512,512,CLAM,small,gemver,1104
3,512,512,512,CLAM,small,gemm,2520
3,512,512,512,CLAM,small,jacobi-2d,43633
3,512,512,512,CLAM,small,jacobi-1d,780
3,512,512,512,CLAM,small,mvt,637
3,512,512,512,CLAM,small,heat-3d,36586
3,512,512,512,CLAM,small,trmm,1180
3,512,512,512,CLAM,small,covariance,414
3,512,512,512,CLAM,small,correlation,1455
3,512,512,512,CLAM,small,trisolv,286
3,512,512,512,CLAM,small,ludcmp,3169
3,512,512,512,CLAM,small,bicg,1418
3,512,512,512,CLAM,small,lu,3173
3,512,512,512,CLAM,small,seidel-2d,21423
3,512,512,512,CLAM,small,gesummv,1276
3,512,512,512,CLAM,small,floyd-warshall,315804
3,512,512,512,CLAM,small,doitgen,1091
3,512,512,512,CLAM,medium,deriche,565239
3,512,512,512,CLAM,medium,fdtd-2d,1752585
3,512,512,512,CLAM,medium,syrk,304064
3,512,512,512,CLAM,medium,nussinov,1378215
3,512,512,512,CLAM,medium,durbin,73
3,512,512,512,CLAM,medium,2mm,861912
3,512,512,512,CLAM,medium,gramschmidt,367720
3,512,512,512,CLAM,medium,3mm,1276805
3,512,512,512,CLAM,medium,adi,1935220
3,512,512,512,CLAM,medium,symm,586766
3,512,512,512,CLAM,medium,syr2k,716325
3,512,512,512,CLAM,medium,cholesky,596459
3,512,512,512,CLAM,medium,atax,9657
3,512,512,512,CLAM,medium,gemver,28932
3,512,512,512,CLAM,medium,gemm,569602
3,512,512,512,CLAM,medium,jacobi-2d,1464657
3,512,512,512,CLAM,medium,jacobi-1d,1639
3,512,512,512,CLAM,medium,mvt,24442
3,512,512,512,CLAM,medium,heat-3d,1500204
3,512,512,512,CLAM,medium,trmm,278712
3,512,512,512,CLAM,medium,covariance,471768
3,512,512,512,CLAM,medium,correlation,497990
3,512,512,512,CLAM,medium,trisolv,4646
3,512,512,512,CLAM,medium,ludcmp,1283390
3,512,512,512,CLAM,medium,bicg,14320
3,512,512,512,CLAM,medium,lu,1248851
3,512,512,512,CLAM,medium,seidel-2d,980541
3,512,512,512,CLAM,medium,gesummv,9287
3,512,512,512,CLAM,medium,floyd-warshall,7766546
3,512,512,512,CLAM,medium,doitgen,9265
3,1024,512,512,CLAM,small,deriche,13274
3,1024,512,512,CLAM,small,fdtd-2d,18874
3,1024,512,512,CLAM,small,syrk,3582
3,1024,512,512,CLAM,small,nussinov,26703
3,1024,512,512,CLAM,small,durbin,41
3,1024,512,512,CLAM,small,2mm,4877
3,1024,512,512,CLAM,small,gramschmidt,3060
3,1024,512,512,CLAM,small,3mm,3987
3,1024,512,512,CLAM,small,adi,22398
3,1024,512,512,CLAM,small,symm,5417
3,1024,512,512,CLAM,small,syr2k,4215
3,1024,512,512,CLAM,small,cholesky,2939
3,1024,512,512,CLAM,small,atax,1128
3,1024,512,512,CLAM,small,gemver,1425
3,1024,512,512,CLAM,small,gemm,2409
3,1024,512,512,CLAM,small,jacobi-2d,44862
3,1024,512,512,CLAM,small,jacobi-1d,780
3,1024,512,512,CLAM,small,mvt,608
3,1024,512,512,CLAM,small,heat-3d,39169
3,1024,512,512,CLAM,small,trmm,1958
3,1024,512,512,CLAM,small,covariance,298
3,1024,512,512,CLAM,small,correlation,315
3,1024,512,512,CLAM,small,trisolv,286
3,1024,512,512,CLAM,small,ludcmp,2456
3,1024,512,512,CLAM,small,bicg,2807
3,1024,512,512,CLAM,small,lu,3978
3,1024,512,512,CLAM,small,seidel-2d,23399
3,1024,512,512,CLAM,small,gesummv,1765
3,1024,512,512,CLAM,small,floyd-warshall,304817
3,1024,512,512,CLAM,small,doitgen,1457
3,1024,512,512,CLAM,medium,deriche,538628
3,1024,512,512,CLAM,medium,fdtd-2d,1685524
3,1024,512,512,CLAM,medium,syrk,302921
3,1024,512,512,CLAM,medium,nussinov,1370334
3,1024,512,512,CLAM,medium,durbin,73
3,1024,512,512,CLAM,medium,2mm,888760
3,1024,512,512,CLAM,medium,gramschmidt,406319
3,1024,512,512,CLAM,medium,3mm,1262268
3,1024,512,512,CLAM,medium,adi,2041529
3,1024,512,512,CLAM,medium,symm,590889
3,1024,512,512,CLAM,medium,syr2k,687885
3,1024,512,512,CLAM,medium,cholesky,593821
3,1024,512,512,CLAM,medium,atax,8991
3,1024,512,512,CLAM,medium,gemver,31968
3,1024,512,512,CLAM,medium,gemm,575160
3,1024,512,512,CLAM,medium,jacobi-2d,1474450
3,1024,512,512,CLAM,medium,jacobi-1d,3292
3,1024,512,512,CLAM,medium,mvt,31360
3,1024,512,512,CLAM,medium,heat-3d,1524726
3,1024,512,512,CLAM,medium,trmm,287931
3,1024,512,512,CLAM,medium,covariance,500989
3,1024,512,512,CLAM,medium,correlation,478435
3,1024,512,512,CLAM,medium,trisolv,4694
3,1024,512,512,CLAM,medium,ludcmp,1281754
3,1024,512,512,CLAM,medium,bicg,14290
3,1024,512,512,CLAM,medium,lu,1281412
3,1024,512,512,CLAM,medium,seidel-2d,991779
3,1024,512,512,CLAM,medium,gesummv,8214
3,1024,512,512,CLAM,medium,floyd-warshall,7622823
3,1024,512,512,CLAM,medium,doitgen,11534
4,64,512,512,CLAM,small,deriche,18764
4,64,512,512,CLAM,small,fdtd-2d,30866
4,64,512,512,CLAM,small,syrk,978
4,64,512,512,CLAM,small,nussinov,34415
4,64,512,512,CLAM,small,durbin,41
4,64,512,512,CLAM,small,2mm,1742
4,64,512,512,CLAM,small,gramschmidt,1698
4,64,512,512,CLAM,small,3mm,2149
4,64,512,512,CLAM,small,adi,34164
4,64,512,512,CLAM,small,symm,1798
4,64,512,512,CLAM,small,syr2k,1836
4,64,512,512,CLAM,small,cholesky,986
4,64,512,512,CLAM,small,atax,880
4,64,512,512,CLAM,small,gemver,1067
4,64,512,512,CLAM,small,gemm,1129
4,64,512,512,CLAM,small,jacobi-2d,44147
4,64,512,512,CLAM,small,jacobi-1d,336
4,64,512,512,CLAM,small,mvt,682
4,64,512,512,CLAM,small,heat-3d,36508
4,64,512,512,CLAM,small,trmm,1011
4,64,512,512,CLAM,small,covariance,1550
4,64,512,512,CLAM,small,correlation,1378
4,64,512,512,CLAM,small,trisolv,475
4,64,512,512,CLAM,small,ludcmp,2120
4,64,512,512,CLAM,small,bicg,1041
4,64,512,512,CLAM,small,lu,1607
4,64,512,512,CLAM,small,seidel-2d,21578
4,64,512,512,CLAM,small,gesummv,893
4,64,512,512,CLAM,small,floyd-warshall,323833
4,64,512,512,CLAM,small,doitgen,1088
4,64,512,512,CLAM,medium,deriche,613205
4,64,512,512,CLAM,medium,fdtd-2d,1752042
4,64,512,512,CLAM,medium,syrk,295615
4,64,512,512,CLAM,medium,nussinov,1364903
4,64,512,512,CLAM,medium,durbin,73
4,64,512,512,CLAM,medium,2mm,850960
4,64,512,512,CLAM,medium,gramschmidt,371191
4,64,512,512,CLAM,medium,3mm,1298198
4,64,512,512,CLAM,medium,adi,1940757
4,64,512,512,CLAM,medium,symm,572281
4,64,512,512,CLAM,medium,syr2k,706301
4,64,512,512,CLAM,medium,cholesky,599788
4,64,512,512,CLAM,medium,atax,11451
4,64,512,512,CLAM,medium,gemver,34026
4,64,512,512,CLAM,medium,gemm,573942
4,64,512,512,CLAM,medium,jacobi-2d,1465599
4,64,512,512,CLAM,medium,jacobi-1d,392
4,64,512,512,CLAM,medium,mvt,22600
4,64,512,512,CLAM,medium,heat-3d,1512012
4,64,512,512,CLAM,medium,trmm,267024
4,64,512,512,CLAM,medium,covariance,479788
4,64,512,512,CLAM,medium,correlation,478824
4,64,512,512,CLAM,medium,trisolv,5156
4,64,512,512,CLAM,medium,ludcmp,1298662
4,64,512,512,CLAM,medium,bicg,9856
4,64,512,512,CLAM,medium,lu,1271320
4,64,512,512,CLAM,medium,seidel-2d,972970
4,64,512,512,CLAM,medium,gesummv,8605
4,64,512,512,CLAM,medium,floyd-warshall,7701771
4,64,512,512,CLAM,medium,doitgen,10913
4,128,512,512,CLAM,small,deriche,21461
4,128,512,512,CLAM,small,fdtd-2d,35083
4,128,512,512,CLAM,small,syrk,1178
4,128,512,512,CLAM,small,nussinov,40982
4,128,512,512,CLAM,small,durbin,41
4,128,512,512,CLAM,small,2mm,1695
4,128,512,512,CLAM,small,gramschmidt,1698
4,128,512,512,CLAM,small,3mm,2363
4,128,512,512,CLAM,small,adi,32628
4,128,512,512,CLAM,small,symm,1306
4,128,512,512,CLAM,small,syr2k,2209
4,128,512,512,CLAM,small,cholesky,1100
4,128,512,512,CLAM,small,atax,663
4,128,512,512,CLAM,small,gemver,1413
4,128,512,512,CLAM,small,gemm,1557
4,128,512,512,CLAM,small,jacobi-2d,44045
4,128,512,512,CLAM,small,jacobi-1d,497
4,128,512,512,CLAM,small,mvt,1226
4,128,512,512,CLAM,small,heat-3d,33436
4,128,512,512,CLAM,small,trmm,1419
4,128,512,512,CLAM,small,covariance,1206
4,128,512,512,CLAM,small,correlation,1602
4,128,512,512,CLAM,small,trisolv,360
4,128,512,512,CLAM,small,ludcmp,2124
4,128,512,512,CLAM,small,bicg,1465
4,128,512,512,CLAM,small,lu,1518
4,128,512,512,CLAM,small,seidel-2d,21220
4,128,512,512,CLAM,small,gesummv,1041
4,128,512,512,CLAM,small,floyd-warshall,316271
4,128,512,512,CLAM,small,doitgen,1253
4,128,512,512,CLAM,medium,deriche,587960
4,128,512,512,CLAM,medium,fdtd-2d,1725737
4,128,512,512,CLAM,medium,syrk,299386
4,128,512,512,CLAM,medium,nussinov,1366400
4,128,512,512,CLAM,medium,durbin,73
4,128,512,512,CLAM,medium,2mm,835907
4,128,512,512,CLAM,medium,gramschmidt,368713
4,128,512,512,CLAM,medium,3mm,1293873
4,128,512,512,CLAM,medium,adi,1948543
4,128,512,512,CLAM,medium,symm,572558
4,128,512,512,CLAM,medium,syr2k,714438
4,128,512,512,CLAM,medium,cholesky,596457
4,128,512,512,CLAM,medium,atax,11091
4,128,512,512,CLAM,medium,gemver,29247
4,128,512,512,CLAM,medium,gemm,569216
4,128,512,512,CLAM,medium,jacobi-2d,1463360
4,128,512,512,CLAM,medium,jacobi-1d,726
4,128,512,512,CLAM,medium,mvt,23899
4,128,512,512,CLAM,medium,heat-3d,1486956
4,128,512,512,CLAM,medium,trmm,257101
4,128,512,512,CLAM,medium,covariance,489306
4,128,512,512,CLAM,medium,correlation,490007
4,128,512,512,CLAM,medium,trisolv,4737
4,128,512,512,CLAM,medium,ludcmp,1284714
4,128,512,512,CLAM,medium,bicg,11152
4,128,512,512,CLAM,medium,lu,1293034
4,128,512,512,CLAM,medium,seidel-2d,966733
4,128,512,512,CLAM,medium,gesummv,8507
4,128,512,512,CLAM,medium,floyd-warshall,7676677
4,128,512,512,CLAM,medium,doitgen,8742
4,256,512,512,CLAM,small,deriche,20162
4,256,512,512,CLAM,small,fdtd-2d,39814
4,256,512,512,CLAM,small,syrk,1973
4,256,512,512,CLAM,small,nussinov,33875
4,256,512,512,CLAM,small,durbin,41
4,256,512,512,CLAM,small,2mm,3078
4,256,512,512,CLAM,small,gramschmidt,1834
4,256,512,512,CLAM,small,3mm,2417
4,256,512,512,CLAM,small,adi,32614
4,256,512,512,CLAM,small,symm,2116
4,256,512,512,CLAM,small,syr2k,2549
4,256,512,512,CLAM,small,cholesky,693
4,256,512,512,CLAM,small,atax,1293
4,256,512,512,CLAM,small,gemver,3415
4,256,512,512,CLAM,small,gemm,910
4,256,512,512,CLAM,small,jacobi-2d,45311
4,256,512,512,CLAM,small,jacobi-1d,566
4,256,512,512,CLAM,small,mvt,179
4,256,512,512,CLAM,small,heat-3d,33480
4,256,512,512,CLAM,small,trmm,2181
4,256,512,512,CLAM,small,covariance,2575
4,256,512,512,CLAM,small,correlation,1537
4,256,512,512,CLAM,small,trisolv,286
4,256,512,512,CLAM,small,ludcmp,2642
4,256,512,512,CLAM,small,bicg,929
4,256,512,512,CLAM,small,lu,2166
4,256,512,512,CLAM,small,seidel-2d,23976
4,256,512,512,CLAM,small,gesummv,1434
4,256,512,512,CLAM,small,floyd-warshall,320253
4,256,512,512,CLAM,small,doitgen,964
4,256,512,512,CLAM,medium,deriche,575477
4,256,512,512,CLAM,medium,fdtd-2d,1715474
4,256,512,512,CLAM,medium,syrk,305620
4,256,512,512,CLAM,medium,nussinov,1325511
4,256,512,512,CLAM,medium,durbin,73
4,256,512,512,CLAM,medium,2mm,824534
4,256,512,512,CLAM,medium,gramschmidt,368698
4,256,512,512,CLAM,medium,3mm,1307995
4,256,512,512,CLAM,medium,adi,1939230
4,256,512,512,CLAM,medium,symm,559019
4,256,512,512,CLAM,medium,syr2k,713136
4,256,512,512,CLAM,medium,cholesky,594453
4,256,512,512,CLAM,medium,atax,8842
4,256,512,512,CLAM,medium,gemver,33107
4,256,512,512,CLAM,medium,gemm,570057
4,256,512,512,CLAM,medium,jacobi-2d,1449400
4,256,512,512,CLAM,medium,jacobi-1d,1229
4,256,512,512,CLAM,medium,mvt,21592
4,256,512,512,CLAM,medium,heat-3d,1503868
4,256,512,512,CLAM,medium,trmm,263357
4,256,512,512,CLAM,medium,covariance,481911
4,256,512,512,CLAM,medium,correlation,501692
4,256,512,512,CLAM,medium,trisolv,4820
4,256,512,512,CLAM,medium,ludcmp,1262480
4,256,512,512,CLAM,medium,bicg,12487
4,256,512,512,CLAM,medium,lu,1252600
4,256,512,512,CLAM,medium,seidel-2d,971326
4,256,512,512,CLAM,medium,gesummv,11369
4,256,512,512,CLAM,medium,floyd-warshall,7773374
4,256,512,512,CLAM,medium,doitgen,10771
4,512,512,512,CLAM,small,deriche,21564
4,512,512,512,CLAM,small,fdtd-2d,33540
4,512,512,512,CLAM,small,syrk,3374
4,512,512,512,CLAM,small,nussinov,44588
4,512,512,512,CLAM,small,durbin,41
4,512,512,512,CLAM,small,2mm,2022
4,512,512,512,CLAM,small,gramschmidt,1802
4,512,512,512,CLAM,small,3mm,2360
4,512,512,512,CLAM,small,adi,35567
4,512,512,512,CLAM,small,symm,2260
4,512,512,512,CLAM,small,syr2k,1898
4,512,512,512,CLAM,small,cholesky,1290
4,512,512,512,CLAM,small,atax,756
4,512,512,512,CLAM,small,gemver,2395
4,512,512,512,CLAM,small,gemm,2601
4,512,512,512,CLAM,small,jacobi-2d,41701
4,512,512,512,CLAM,small,jacobi-1d,936
4,512,512,512,CLAM,small,mvt,843
4,512,512,512,CLAM,small,heat-3d,30785
4,512,512,512,CLAM,small,trmm,2540
4,512,512,512,CLAM,small,covariance,444
4,512,512,512,CLAM,small,correlation,1948
4,512,512,512,CLAM,small,trisolv,286
4,512,512,512,CLAM,small,ludcmp,2460
4,512,512,512,CLAM,small,bicg,1906
4,512,512,512,CLAM,small,lu,2432
4,512,512,512,CLAM,small,seidel-2d,22122
4,512,512,512,CLAM,small,gesummv,1253
4,512,512,512,CLAM,small,floyd-warshall,322583
4,512,512,512,CLAM,small,doitgen,911
4,512,512,512,CLAM,medium,deriche,567279
4,512,512,512,CLAM,medium,fdtd-2d,1736985
4,512,512,512,CLAM,medium,syrk,324882
4,512,512,512,CLAM,medium,nussinov,1361924
4,512,512,512,CLAM,medium,durbin,73
4,512,512,512,CLAM,medium,2mm,873893
4,512,512,512,CLAM,medium,gramschmidt,365680
4,512,512,512,CLAM,medium,3mm,1238043
4,512,512,512,CLAM,medium,adi,1935562
4,512,512,512,CLAM,medium,symm,586121
4,512,512,512,CLAM,medium,syr2k,702176
4,512,512,512,CLAM,medium,cholesky,596388
4,512,512,512,CLAM,medium,atax,10780
4,512,512,512,CLAM,medium,gemver,32696
4,512,512,512,CLAM,medium,gemm,564721
4,512,512,512,CLAM,medium,jacobi-2d,1463690
4,512,512,512,CLAM,medium,jacobi-1d,2518
4,512,512,512,CLAM,medium,mvt,21138
4,512,512,512,CLAM,medium,heat-3d,1460281
4,512,512,512,CLAM,medium,trmm,270939
4,512,512,512,CLAM,medium,covariance,487422
4,512,512,512,CLAM,medium,correlation,478745
4,512,512,512,CLAM,medium,trisolv,4763
4,512,512,512,CLAM,medium,ludcmp,1302553
4,512,512,512,CLAM,medium,bicg,13058
4,512,512,512,CLAM,medium,lu,1241585
4,512,512,512,CLAM,medium,seidel-2d,964445
4,512,512,512,CLAM,medium,gesummv,8964
4,512,512,512,CLAM,medium,floyd-warshall,7809660
4,512,512,512,CLAM,medium,doitgen,12929
4,1024,512,512,CLAM,small,deriche,24821
4,1024,512,512,CLAM,small,fdtd-2d,29639
4,1024,512,512,CLAM,small,syrk,4969
4,1024,512,512,CLAM,small,nussinov,32890
4,1024,512,512,CLAM,small,durbin,41
4,1024,512,512,CLAM,small,2mm,4743
4,1024,512,512,CLAM,small,gramschmidt,5223
4,1024,512,512,CLAM,small,3mm,3137
4,1024,512,512,CLAM,small,adi,41107
4,1024,512,512,CLAM,small,symm,2641
4,1024,512,512,CLAM,small,syr2k,5134
4,1024,512,512,CLAM,small,cholesky,1929
4,1024,512,512,CLAM,small,atax,756
4,1024,512,512,CLAM,small,gemver,1791
4,1024,512,512,CLAM,small,gemm,2609
4,1024,512,512,CLAM,small,jacobi-2d,47593
4,1024,512,512,CLAM,small,jacobi-1d,936
4,1024,512,512,CLAM,small,mvt,1029
4,1024,512,512,CLAM,small,heat-3d,32921
4,1024,512,512,CLAM,small,trmm,8523
4,1024,512,512,CLAM,small,covariance,2298
4,1024,512,512,CLAM,small,correlation,6221
4,1024,512,512,CLAM,small,trisolv,286
4,1024,512,512,CLAM,small,ludcmp,3949
4,1024,512,512,CLAM,small,bicg,2159
4,1024,512,512,CLAM,small,lu,1634
4,1024,512,512,CLAM,small,seidel-2d,23130
4,1024,512,512,CLAM,small,gesummv,1845
4,1024,512,512,CLAM,small,floyd-warshall,317029
4,1024,512,512,CLAM,small,doitgen,878
4,1024,512,512,CLAM,medium,deriche,511773
4,1024,512,512,CLAM,medium,fdtd-2d,1785135
4,1024,512,512,CLAM,medium,syrk,291252
