seed,rate,policy,dataset_size,benchmark,cache0_hits,cache0_misses,cache0_writebacks,clock_cycles,cache0_ID,cache1_hits,cache1_misses,cache1_writebacks,cache1_ID,cacheL2_hits,cacheL2_misses,cacheL2_writebacks,cacheL2_expired_leases,cacheL2_multi_expired,cacheL2_default_renewals,cacheL2_default_misses,cacheL2_random_evicts,cacheL2_ID
1,128,PRL,small,syr2k,3573954,6,0,5,33554436,851842,321040,10335,33554436,323878,7503,777,7503,7503,0,0,0,8
1,128,PRL,small,syrk,2397877,4,0,5,33554436,694540,89542,3067,33554436,92257,356,204,356,356,272,93,0,8
1,128,PRL,small,trisolv,73319,4,0,5,33554436,21341,559,128,33554436,475,216,81,216,216,31,11,0,8
1,128,PRL,small,trmm,1488447,6,0,5,33554436,326160,108241,324,33554436,108475,96,51,96,96,2,2,0,8
1,128,SHEL,small,2mm,3195759,11,0,5,33554436,874474,33928,577,33554436,33382,1134,568,1134,1134,1,0,0,8
1,128,SHEL,small,3mm,5483944,11,0,5,33554436,1565843,62457,912,33554436,61604,1776,787,1686,1642,30,3,90,8
1,128,SHEL,small,adi,9657654,15,0,5,33554436,1602133,1112559,563908,33554436,1630592,45890,39789,36086,30689,243,122,9653,8
1,128,SHEL,small,correlation,3782371,17,0,5,33554436,557187,477620,4194,33554436,477641,4190,1335,1031,787,338,75,3159,8
1,128,SHEL,small,covariance,3755782,11,0,5,33554436,545486,476396,4030,33554436,476370,4067,1280,853,595,9,6,3214,8
1,128,SHEL,small,deriche,2075033,19,0,5,33554436,141447,251789,101442,33554436,332234,21016,9603,19851,15261,21,15,1165,8
1,128,SHEL,small,fdtd-2d,8174705,14,0,5,33554436,2038811,608161,210546,33554436,760957,57764,36059,31331,24013,246,244,26433,8
1,128,SHEL,small,gemver,537417,10,0,5,33554436,159366,14036,1320,33554436,13337,2029,966,1985,1937,67,36,44,8
