seed,rate,policy,dataset_size,benchmark,cache0_hits,cache0_misses,cache0_writebacks,clock_cycles,cache0_ID,cache1_hits,cache1_misses,cache1_writebacks,cache1_ID,cacheL2_hits,cacheL2_misses,cacheL2_writebacks,cacheL2_expired_leases,cacheL2_multi_expired,cacheL2_default_renewals,cacheL2_default_misses,cacheL2_random_evicts,cacheL2_ID
2,128,PRL,medium,correlation,84441048,16,0,5,33554436,8441704,14611503,35855,33554436,13790644,856730,35076,584410,68915,39,38,272320,8
2,128,PRL,medium,covariance,84246150,10,0,5,33554436,8351912,14604930,34641,33554436,13752385,887196,34870,543086,67555,3,1,344110,8
2,128,PRL,medium,deriche,29070024,18,0,5,33554436,1987212,3542404,1425664,33554436,3681596,1286490,546940,1098731,734748,16,13,187759,8
2,128,PRL,medium,doitgen,74304235,9,0,5,33554436,17466896,4493108,21660,33554436,4507400,7377,7313,7377,7377,4,3,0,8
2,128,PRL,medium,durbin,1844815,23,0,5,33554436,558661,49,2,33554436,3,71,0,0,0,14,13,0,8
2,128,PRL,medium,fdtd-2d,205704126,9,0,5,33554436,51338701,15469901,5356164,33554436,18745667,2080407,898645,1703562,1014635,0,0,376845,8
2,128,PRL,medium,floyd-warshall,1884921847,4,0,5,33554436,375107938,7811895,7685344,33554436,7790915,7706328,7557311,7692926,6082402,2,2,13402,8
2,128,PRL,medium,gemm,127457413,6,0,5,33554436,41652396,675606,7634,33554436,111895,571351,4486,571351,571351,1,1,0,8
2,128,PRL,medium,gemver,5935613,11,0,5,33554436,1684951,237051,12763,33554436,219587,30238,10305,28802,21525,189,81,1436,8
2,128,PRL,medium,gesummv,1066511,4,0,5,33554436,477114,23888,10160,33554436,26414,7638,108,7638,7638,2,1,0,8
2,128,PRL,medium,gramschmidt,144281270,14,0,5,33554436,17241796,23102204,5793552,33554436,28482906,412864,385898,356624,326195,2,2,56240,8
2,128,PRL,medium,heat-3d,322407515,14,0,5,33554436,85420000,2968002,739100,33554436,2195226,1511890,729829,1485351,1208695,15,9,26539,8
2,128,PRL,medium,jacobi-1d,18164859,6039,0,5,33554436,2617444,9856,3222,33554436,19019,98,0,0,0,108,4,0,8
2,128,PRL,medium,jacobi-2d,246462710,9,0,5,33554436,72248200,1556601,775280,33554436,824733,1507157,774552,1462404,1115738,201,100,44753,8
2,128,PRL,medium,lu,214449588,9,0,5,33554436,47852917,16226483,10042,33554436,14721812,1514722,10255,933930,897952,1,1,580792,8
2,128,PRL,medium,ludcmp,194877949,15,0,5,33554436,26909714,16318086,86010,33554436,14885932,1518179,10677,956963,921333,695,625,561216,8
2,128,PRL,medium,mvt,3207215,4,0,5,33554436,780124,180676,399,33554436,152798,28281,518,28281,28281,25,25,0,8
2,128,PRL,medium,nussinov,337120268,18,0,5,33554436,44797275,18449978,8341,33554436,16820382,1637955,8720,1199113,1152953,37,34,438842,8
2,128,PRL,medium,seidel-2d,270759711,8,0,5,33554436,63078000,1000001,995025,33554436,1017123,977911,971918,976539,772072,106,106,1372,8
2,128,PRL,medium,symm,77519117,7,0,5,33554436,20506300,8341702,3970376,33554436,11669618,642467,309736,544935,474511,31,18,97532,8
2,128,PRL,medium,syr2k,104825474,6,0,5,33554436,23618778,11143064,528312,33554436,10814953,856429,9143,631309,516864,3,3,225120,8
2,128,PRL,medium,syrk,70025237,4,0,5,33554436,19265679,3928163,294351,33554436,3890785,331733,3325,269412,252671,0,0,62321,8
2,128,PRL,medium,trisolv,804399,4,0,5,33554436,235673,5327,128,33554436,683,4776,21,4776,4776,3,2,0,8
2,128,PRL,medium,trmm,48382473,6,0,5,33554436,6283866,8140135,3727,33554436,7846494,297374,3068,250044,231931,0,0,47330,8
2,128,SHEL,medium,2mm,155021443,8,0,5,33554436,30495159,13736243,8672,33554436,12896731,848192,5250,835308,722333,2,2,12884,8
2,128,SHEL,medium,3mm,229121807,11,0,5,33554436,47020559,21491341,13518,33554436,20194944,1309926,7681,1287915,952663,1,1,22011,8
2,128,SHEL,medium,adi,279224115,14,0,5,33554436,45461609,33145103,16440177,33554436,47077196,2508098,1691016,1776281,1332944,205,204,731817,8
2,128,SHEL,medium,correlation,84441091,17,0,5,33554436,8441704,14611503,35855,33554436,13693002,954373,35068,477586,60353,25,24,476787,8
2,128,SHEL,medium,covariance,84246181,12,0,5,33554436,8351912,14604930,34641,33554436,13670609,968974,35030,459190,62233,20,19,509784,8
2,128,SHEL,medium,deriche,29070094,18,0,5,33554436,1987214,3542406,1425666,33554436,3793041,1175049,458859,1153400,591208,20,16,21649,8
2,128,SHEL,medium,fdtd-2d,205772724,15,0,5,33554436,51389411,15484001,5356266,33554436,18813919,2026363,904041,1962883,1172796,208,106,63480,8
2,128,SHEL,medium,gemver,5935258,10,0,5,33554436,1684951,237051,12763,33554436,219002,30822,10562,28736,21666,83,81,2086,8
2,128,SHEL,medium,heat-3d,322399505,16,0,5,33554436,84846501,2952601,729800,33554436,2191221,1491196,728884,1490782,1475200,110,49,414,8
2,128,SHEL,medium,jacobi-2d,246464909,10,0,5,33554436,72248200,1556601,775280,33554436,862337,1469554,772247,1462981,944460,197,97,6573,8
2,128,SHEL,medium,lu,214459195,10,0,5,33554436,47852917,16226483,10042,33554436,14713767,1522768,10258,921950,881437,0,0,600818,8
2,128,SHEL,medium,ludcmp,194887567,17,0,5,33554436,26910113,16318485,86404,33554436,14858497,1546409,11125,915067,877725,402,397,631342,8
2,128,SHEL,medium,mvt,3207236,5,0,5,33554436,780124,180676,399,33554436,160848,20232,597,19839,19773,104,0,393,8
2,256,CLAM,medium,2mm,155021420,9,0,5,33554436,30495159,13736243,8672,33554436,12788689,956235,5340,804647,646896,1,1,151588,8
2,256,CLAM,medium,3mm,229121775,10,0,5,33554436,47020559,21491341,13518,33554436,20030300,1474569,7913,1195614,950080,0,0,278955,8
2,256,CLAM,medium,adi,279220724,15,0,5,33554436,45461209,33144803,16440176,33554436,46894436,2690558,1775945,1699948,1212264,5,3,990610,8
2,256,CLAM,medium,atax,3365102,10,0,5,33554436,1096464,23252,6359,33554436,19588,10033,161,10033,10033,101,28,0,8
2,256,CLAM,medium,bicg,2724139,7,0,5,33554436,1228118,51888,20760,33554436,62546,10109,283,10109,10109,2,2,0,8
2,256,CLAM,medium,cholesky,107626426,11,0,5,33554436,31453943,706257,5244,33554436,94056,617456,5467,590792,289592,33,30,26664,8
2,256,CLAM,medium,correlation,84441048,16,0,5,33554436,8441704,14611503,35855,33554436,13645013,1002361,34933,459549,64412,279,276,542812,8
2,256,CLAM,medium,covariance,84246150,10,0,5,33554436,8351912,14604930,34641,33554436,13639367,1000214,35016,456868,63538,3,2,543346,8
2,256,CLAM,medium,deriche,29070024,18,0,5,33554436,1987212,3542404,1425664,33554436,3382937,1585149,749294,511713,261100,16,13,1073436,8
2,256,CLAM,medium,doitgen,74304235,9,0,5,33554436,17466896,4493108,21660,33554436,4507353,7424,7368,7424,7424,4,3,0,8
2,256,CLAM,medium,durbin,1844815,23,0,5,33554436,558661,49,2,33554436,3,71,0,0,0,14,13,0,8
2,256,CLAM,medium,fdtd-2d,205704126,9,0,5,33554436,51338701,15469901,5356164,33554436,18727854,2098220,899361,1663393,802757,0,0,434827,8
2,256,CLAM,medium,floyd-warshall,1884921847,4,0,5,33554436,375107938,7811895,7685344,33554436,7789723,7707520,7551006,7682723,4993196,2,2,24797,8
2,256,CLAM,medium,gemm,127457413,6,0,5,33554436,41652396,675606,7634,33554436,111252,571994,4482,568601,367737,1,1,3393,8
2,256,CLAM,medium,gemver,5935613,11,0,5,33554436,1684951,237051,12763,33554436,218038,31787,10549,27531,23027,316,109,4256,8
2,256,CLAM,medium,gesummv,1066511,4,0,5,33554436,477114,23888,10160,33554436,26154,7898,482,7898,7898,15,1,0,8
2,256,CLAM,medium,gramschmidt,144281270,14,0,5,33554436,17241796,23102204,5793552,33554436,28489582,406188,383326,359093,335961,2,2,47095,8
2,256,CLAM,medium,heat-3d,322407515,14,0,5,33554436,85420000,2968002,739100,33554436,2195408,1511708,729874,1484491,1163777,18,9,27217,8
2,256,CLAM,medium,jacobi-1d,18164859,6039,0,5,33554436,2617444,9856,3222,33554436,19019,98,0,0,0,108,4,0,8
2,256,CLAM,medium,jacobi-2d,246462710,9,0,5,33554436,72248200,1556601,775280,33554436,823109,1508781,774599,1456981,1091727,296,102,51800,8
2,256,CLAM,medium,lu,214449588,9,0,5,33554436,47852917,16226483,10042,33554436,14722713,1513821,10244,823289,725325,1,1,690532,8
2,256,CLAM,medium,ludcmp,194877949,15,0,5,33554436,26909714,16318086,86010,33554436,14832628,1571483,10839,761281,718104,366,289,810202,8
2,256,CLAM,medium,mvt,3207215,4,0,5,33554436,780124,180676,399,33554436,160977,20102,595,19709,19427,125,26,393,8
2,256,CLAM,medium,nussinov,337120268,18,0,5,33554436,44797275,18449978,8341,33554436,16763957,1694380,8721,1163482,997582,37,34,530898,8
2,256,CLAM,medium,seidel-2d,270759711,8,0,5,33554436,63078000,1000001,995025,33554436,1017248,977786,970783,976927,903569,206,206,859,8
2,256,CLAM,medium,symm,77519117,7,0,5,33554436,20506300,8341702,3970376,33554436,11562040,750045,352974,422765,345732,31,18,327280,8
2,256,CLAM,medium,syr2k,104825474,6,0,5,33554436,23618778,11143064,528312,33554436,10534141,1137241,18235,507824,478362,3,3,629417,8
2,256,CLAM,medium,syrk,70025237,4,0,5,33554436,19265679,3928163,294351,33554436,3868669,353849,4833,237188,215005,0,0,116661,8
2,256,CLAM,medium,trisolv,804399,4,0,5,33554436,235673,5327,128,33554436,683,4776,21,4776,4776,28,25,0,8
2,256,CLAM,medium,trmm,48382473,6,0,5,33554436,6283866,8140135,3727,33554436,7830251,313617,3070,230522,206278,0,0,83095,8
2,256,C-SHEL,medium,2mm,155021443,8,0,5,33554436,30495159,13736243,8672,33554436,12894479,850444,5302,832760,676792,2,2,17684,8
2,256,C-SHEL,medium,3mm,229121807,11,0,5,33554436,47020559,21491341,13518,33554436,20191016,1313854,7728,1285095,882481,1,1,28759,8
2,256,C-SHEL,medium,adi,279224115,14,0,5,33554436,45461609,33145103,16440177,33554436,47190950,2394344,1650311,1841520,1630202,206,5,552824,8
2,256,C-SHEL,medium,correlation,84441091,17,0,5,33554436,8441704,14611503,35855,33554436,13693933,953442,35054,477838,63462,40,39,475604,8
2,256,C-SHEL,medium,covariance,84246181,12,0,5,33554436,8351912,14604930,34641,33554436,13671872,967711,35028,459793,63076,20,19,507918,8
2,256,C-SHEL,medium,deriche,29070094,18,0,5,33554436,1987214,3542406,1425666,33554436,3795118,1172972,457685,1159187,775130,20,16,13785,8
2,256,C-SHEL,medium,fdtd-2d,205772724,15,0,5,33554436,51389411,15484001,5356266,33554436,18821506,2018776,901725,1971164,1549440,108,107,47612,8
2,256,C-SHEL,medium,gemver,5935258,10,0,5,33554436,1684951,237051,12763,33554436,218292,31532,10408,27273,22802,318,112,4259,8
2,256,C-SHEL,medium,heat-3d,322399505,16,0,5,33554436,84846501,2952601,729800,33554436,2172132,1510285,729860,1482843,1204543,10,10,27442,8
2,256,C-SHEL,medium,jacobi-2d,246464909,10,0,5,33554436,72248200,1556601,775280,33554436,824125,1507766,774587,1458247,1098463,400,200,49519,8
2,256,C-SHEL,medium,lu,214459195,10,0,5,33554436,47852917,16226483,10042,33554436,14698806,1537729,10259,914374,887736,0,0,623355,8
2,256,C-SHEL,medium,ludcmp,194887567,17,0,5,33554436,26910113,16318485,86404,33554436,14865848,1539058,11050,941796,897632,156,156,597262,8
2,256,C-SHEL,medium,mvt,3207236,5,0,5,33554436,780124,180676,399,33554436,161040,20040,587,19677,19433,26,26,363,8
2,256,PRL,medium,2mm,155021420,9,0,5,33554436,30495159,13736243,8672,33554436,12860974,883950,5309,877366,860755,1,1,6584,8
2,256,PRL,medium,3mm,229121775,10,0,5,33554436,47020559,21491341,13518,33554436,20157386,1347483,7884,1336842,1193642,0,0,10641,8
2,256,PRL,medium,adi,279220724,15,0,5,33554436,45461209,33144803,16440176,33554436,46931051,2653943,1758676,1713887,1264162,5,3,940056,8
2,256,PRL,medium,atax,3365102,10,0,5,33554436,1096464,23252,6359,33554436,19587,10034,160,10034,10034,101,28,0,8
2,256,PRL,medium,bicg,2724139,7,0,5,33554436,1228118,51888,20760,33554436,62548,10107,282,10107,10107,2,2,0,8
2,256,PRL,medium,cholesky,107626426,11,0,5,33554436,31453943,706257,5244,33554436,81419,630093,5465,629620,594546,33,30,473,8
2,256,PRL,medium,correlation,84441048,16,0,5,33554436,8441704,14611503,35855,33554436,13875142,772232,35045,763806,182789,279,274,8426,8
2,256,PRL,medium,covariance,84246150,10,0,5,33554436,8351912,14604930,34641,33554436,13879791,759790,35024,744106,142053,3,3,15684,8
2,256,PRL,medium,deriche,29070024,18,0,5,33554436,1987212,3542404,1425664,33554436,3692613,1275473,541571,1087845,723876,16,12,187628,8
2,256,PRL,medium,doitgen,74304235,9,0,5,33554436,17466896,4493108,21660,33554436,4507429,7348,7312,7348,7348,4,3,0,8
2,256,PRL,medium,durbin,1844815,23,0,5,33554436,558661,49,2,33554436,3,71,0,0,0,14,13,0,8
2,256,PRL,medium,fdtd-2d,205704126,9,0,5,33554436,51338701,15469901,5356164,33554436,18729351,2096723,899192,1669948,909608,0,0,426775,8
2,256,PRL,medium,floyd-warshall,1884921847,4,0,5,33554436,375107938,7811895,7685344,33554436,7797865,7699378,7547051,7697581,7432895,2,2,1797,8
2,256,PRL,medium,gemm,127457413,6,0,5,33554436,41652396,675606,7634,33554436,112008,571238,4497,571078,561785,1,1,160,8
2,256,PRL,medium,gemver,5935613,11,0,5,33554436,1684951,237051,12763,33554436,218449,31376,10308,27638,23204,319,110,3738,8
2,256,PRL,medium,gesummv,1066511,4,0,5,33554436,477114,23888,10160,33554436,26149,7903,480,7903,7903,15,1,0,8
2,256,PRL,medium,gramschmidt,144281270,14,0,5,33554436,17241796,23102204,5793552,33554436,28494993,400777,381780,361959,347617,2,2,38818,8
2,256,PRL,medium,heat-3d,322407515,14,0,5,33554436,85420000,2968002,739100,33554436,2203172,1503944,729774,1490719,1285320,20,9,13225,8
2,256,PRL,medium,jacobi-1d,18164859,6039,0,5,33554436,2617444,9856,3222,33554436,19019,98,0,0,0,108,4,0,8
2,256,PRL,medium,jacobi-2d,246462710,9,0,5,33554436,72248200,1556601,775280,33554436,823519,1508371,774599,1458317,1099147,295,102,50054,8
2,256,PRL,medium,lu,214449588,9,0,5,33554436,47852917,16226483,10042,33554436,14767118,1469416,10245,1019352,917178,1,1,450064,8
2,256,PRL,medium,ludcmp,194877949,15,0,5,33554436,26909714,16318086,86010,33554436,14864869,1539242,10742,914452,871847,366,299,624790,8
2,256,PRL,medium,mvt,3207215,4,0,5,33554436,780124,180676,399,33554436,153787,27292,551,27292,27292,90,26,0,8
2,256,PRL,medium,nussinov,337120268,18,0,5,33554436,44797275,18449978,8341,33554436,16833377,1624960,8721,1204991,1160594,37,34,419969,8
2,256,PRL,medium,seidel-2d,270759711,8,0,5,33554436,63078000,1000001,995025,33554436,1017946,977088,970502,977088,976923,206,206,0,8
2,256,PRL,medium,symm,77519117,7,0,5,33554436,20506300,8341702,3970376,33554436,11654302,657783,315792,529012,434757,31,18,128771,8
2,256,PRL,medium,syr2k,104825474,6,0,5,33554436,23618778,11143064,528312,33554436,10731076,940306,11957,583859,512861,3,3,356447,8
2,256,PRL,medium,syrk,70025237,4,0,5,33554436,19265679,3928163,294351,33554436,3889670,332848,3693,270191,253200,0,0,62657,8
2,256,PRL,medium,trisolv,804399,4,0,5,33554436,235673,5327,128,33554436,684,4775,20,4775,4775,28,25,0,8
2,256,PRL,medium,trmm,48382473,6,0,5,33554436,6283866,8140135,3727,33554436,7845829,298039,3077,250583,230368,0,0,47456,8
2,256,SHEL,medium,2mm,155021443,8,0,5,33554436,30495159,13736243,8672,33554436,12894479,850444,5302,832760,676792,2,2,17684,8
2,256,SHEL,medium,3mm,229121807,11,0,5,33554436,47020559,21491341,13518,33554436,20191016,1313854,7728,1285095,882481,1,1,28759,8
2,256,SHEL,medium,adi,279224115,14,0,5,33554436,45461609,33145103,16440177,33554436,47140065,2445229,1668354,1797310,1325404,206,5,647919,8
2,256,SHEL,medium,correlation,84441091,17,0,5,33554436,8441704,14611503,35855,33554436,13694267,953108,35054,477632,63187,40,39,475476,8
2,256,SHEL,medium,covariance,84246181,12,0,5,33554436,8351912,14604930,34641,33554436,13669448,970135,35029,459804,61582,20,19,510331,8
2,256,SHEL,medium,deriche,29070094,18,0,5,33554436,1987214,3542406,1425666,33554436,3795074,1173016,457651,1159750,803239,20,16,13266,8
2,256,SHEL,medium,fdtd-2d,205772724,15,0,5,33554436,51389411,15484001,5356266,33554436,18811657,2028625,904316,1957634,1132472,108,107,70991,8
2,256,SHEL,medium,gemver,5935258,10,0,5,33554436,1684951,237051,12763,33554436,218268,31556,10409,27291,22758,316,111,4265,8
2,256,SHEL,medium,heat-3d,322399505,16,0,5,33554436,84846501,2952601,729800,33554436,2191610,1490807,728949,1490276,1472596,10,10,531,8
2,256,SHEL,medium,jacobi-2d,246464909,10,0,5,33554436,72248200,1556601,775280,33554436,862745,1469146,772097,1464886,1118060,400,188,4260,8
2,256,SHEL,medium,lu,214459195,10,0,5,33554436,47852917,16226483,10042,33554436,14681454,1555081,10259,856517,825557,0,0,698564,8
2,256,SHEL,medium,ludcmp,194887567,17,0,5,33554436,26910113,16318485,86404,33554436,14863774,1541132,11006,919227,878295,154,154,621905,8
2,256,SHEL,medium,mvt,3207236,5,0,5,33554436,780124,180676,399,33554436,161398,19682,563,19682,19682,26,26,0,8
2,512,CLAM,medium,2mm,155021420,9,0,5,33554436,30495159,13736243,8672,33554436,12789229,955695,5438,807434,645464,1,1,148261,8
2,512,CLAM,medium,3mm,229121775,10,0,5,33554436,47020559,21491341,13518,33554436,20034121,1470748,8640,1215212,954430,2971,2139,255536,8
2,512,CLAM,medium,adi,279220724,15,0,5,33554436,45461209,33144803,16440176,33554436,46890736,2694258,1778127,1697816,1221465,105,3,996442,8
2,512,CLAM,medium,atax,3365102,10,0,5,33554436,1096464,23252,6359,33554436,19210,10411,275,10411,10411,100,28,0,8
2,512,CLAM,medium,bicg,2724139,7,0,5,33554436,1228118,51888,20760,33554436,61798,10857,1088,10857,10857,80,3,0,8
2,512,CLAM,medium,cholesky,107626426,11,0,5,33554436,31453943,706257,5244,33554436,93912,617600,5467,591359,297487,33,30,26241,8
2,512,CLAM,medium,correlation,84441048,16,0,5,33554436,8441704,14611503,35855,33554436,13641070,1006304,35013,461647,65721,279,276,544657,8
2,512,CLAM,medium,covariance,84246150,10,0,5,33554436,8351912,14604930,34641,33554436,13640145,999436,34903,457688,64160,3,2,541748,8
2,512,CLAM,medium,deriche,29070024,18,0,5,33554436,1987212,3542404,1425664,33554436,3389084,1579002,746461,517083,258231,16,13,1061919,8
2,512,CLAM,medium,doitgen,74304235,9,0,5,33554436,17466896,4493108,21660,33554436,4507017,7760,7528,7760,7760,4,3,0,8
2,512,CLAM,medium,durbin,1844815,23,0,5,33554436,558661,49,2,33554436,3,71,0,0,0,14,13,0,8
2,512,CLAM,medium,fdtd-2d,205704126,9,0,5,33554436,51338701,15469901,5356164,33554436,18721908,2104166,901115,1692255,1070610,102,102,411911,8
2,512,CLAM,medium,floyd-warshall,1884921847,4,0,5,33554436,375107938,7811895,7685344,33554436,7785868,7711375,7555414,7678755,4445311,2,2,32620,8
2,512,CLAM,medium,gemm,127457413,6,0,5,33554436,41652396,675606,7634,33554436,110901,572345,4349,570582,521616,1,1,1763,8
2,512,CLAM,medium,gemver,5935613,11,0,5,33554436,1684951,237051,12763,33554436,218907,30918,10449,30256,28284,607,448,662,8
2,512,CLAM,medium,gesummv,1066511,4,0,5,33554436,477114,23888,10160,33554436,26191,7861,430,7861,7861,15,1,0,8
2,512,CLAM,medium,gramschmidt,144281270,14,0,5,33554436,17241796,23102204,5793552,33554436,28445331,450439,401114,332009,151839,242,242,118430,8
2,512,CLAM,medium,heat-3d,322407515,14,0,5,33554436,85420000,2968002,739100,33554436,2190548,1516568,729748,1483435,1131177,9,8,33133,8
2,512,CLAM,medium,jacobi-1d,18164859,6039,0,5,33554436,2617444,9856,3222,33554436,19019,98,0,0,0,412,4,0,8
2,512,CLAM,medium,jacobi-2d,246462710,9,0,5,33554436,72248200,1556601,775280,33554436,823815,1508075,774575,1458749,1092298,401,198,49326,8
2,512,CLAM,medium,lu,214449588,9,0,5,33554436,47852917,16226483,10042,33554436,14721424,1515110,10255,933686,898486,1,1,581424,8
2,512,CLAM,medium,ludcmp,194877949,15,0,5,33554436,26909714,16318086,86010,33554436,14883615,1520496,10732,966538,926689,1195,1181,553958,8
2,512,CLAM,medium,mvt,3207215,4,0,5,33554436,780124,180676,399,33554436,160596,20483,595,14289,10354,128,26,6194,8
2,512,CLAM,medium,nussinov,337120268,18,0,5,33554436,44797275,18449978,8341,33554436,16772677,1685660,8720,1173052,1113817,37,34,512608,8
2,512,CLAM,medium,seidel-2d,270759711,8,0,5,33554436,63078000,1000001,995025,33554436,1017598,977436,971201,977436,977436,306,206,0,8
2,512,CLAM,medium,symm,77519117,7,0,5,33554436,20506300,8341702,3970376,33554436,11558006,754079,353917,413850,350325,31,18,340229,8
2,512,CLAM,medium,syr2k,104825474,6,0,5,33554436,23618778,11143064,528312,33554436,10525372,1146010,18219,511900,473256,3,3,634110,8
2,512,CLAM,medium,syrk,70025237,4,0,5,33554436,19265679,3928163,294351,33554436,3870790,351728,4235,242515,220131,0,0,109213,8
2,512,CLAM,medium,trisolv,804399,4,0,5,33554436,235673,5327,128,33554436,683,4776,21,4776,4776,28,25,0,8
2,512,CLAM,medium,trmm,48382473,6,0,5,33554436,6283866,8140135,3727,33554436,7823740,320128,3101,229229,217924,0,0,90899,8
2,512,C-SHEL,medium,2mm,155021443,8,0,5,33554436,30495159,13736243,8672,33554436,12896894,848029,5435,836300,730564,2,2,11729,8
2,512,C-SHEL,medium,3mm,229121807,11,0,5,33554436,47020559,21491341,13518,33554436,20190547,1314323,7817,1284403,845034,1,1,29920,8
2,512,C-SHEL,medium,adi,279224115,14,0,5,33554436,45461609,33145103,16440177,33554436,47217963,2367331,1640997,1829960,1626420,505,204,537371,8
2,512,C-SHEL,medium,correlation,84441091,17,0,5,33554436,8441704,14611503,35855,33554436,13693428,953947,35116,478085,61621,1959,1955,475862,8
2,512,C-SHEL,medium,covariance,84246181,12,0,5,33554436,8351912,14604930,34641,33554436,13677623,961960,35029,460390,63738,20,19,501570,8
2,512,C-SHEL,medium,deriche,29070094,18,0,5,33554436,1987214,3542406,1425666,33554436,3733367,1234723,490539,1218139,831297,20,16,16584,8
2,512,C-SHEL,medium,fdtd-2d,205772724,15,0,5,33554436,51389411,15484001,5356266,33554436,18828161,2012121,900602,1972389,1565228,108,107,39732,8
2,512,C-SHEL,medium,gemver,5935258,10,0,5,33554436,1684951,237051,12763,33554436,218551,31273,10312,27469,21526,291,87,3804,8
2,512,C-SHEL,medium,heat-3d,322399505,16,0,5,33554436,84846501,2952601,729800,33554436,2170982,1511435,729798,1484313,1216826,10,10,27122,8
2,512,C-SHEL,medium,jacobi-2d,246464909,10,0,5,33554436,72248200,1556601,775280,33554436,831170,1500721,774219,1459201,1090458,300,198,41520,8
2,512,C-SHEL,medium,lu,214459195,10,0,5,33554436,47852917,16226483,10042,33554436,14678077,1558458,10258,848896,825300,0,0,709562,8
2,512,C-SHEL,medium,ludcmp,194887567,17,0,5,33554436,26910113,16318485,86404,33554436,14853187,1551719,11129,951025,910664,299,298,600694,8
2,512,C-SHEL,medium,mvt,3207236,5,0,5,33554436,780124,180676,399,33554436,161424,19656,522,19656,19656,26,26,0,8
2,512,PRL,medium,2mm,155021420,9,0,5,33554436,30495159,13736243,8672,33554436,12862650,882274,5377,881976,881299,1,1,298,8
2,512,PRL,medium,3mm,229121775,10,0,5,33554436,47020559,21491341,13518,33554436,20158840,1346029,8550,1342003,1283207,3035,2139,4026,8
2,512,PRL,medium,adi,279220724,15,0,5,33554436,45461209,33144803,16440176,33554436,46952939,2632055,1748700,1717315,1319733,105,3,914740,8
2,512,PRL,medium,atax,3365102,10,0,5,33554436,1096464,23252,6359,33554436,19210,10411,275,10411,10411,100,28,0,8
2,512,PRL,medium,bicg,2724139,7,0,5,33554436,1228118,51888,20760,33554436,61798,10857,1088,10857,10857,80,3,0,8
2,512,PRL,medium,cholesky,107626426,11,0,5,33554436,31453943,706257,5244,33554436,73675,637837,5448,637837,637837,33,30,0,8
2,512,PRL,medium,correlation,84441048,16,0,5,33554436,8441704,14611503,35855,33554436,13815534,831840,35134,823346,575717,279,275,8494,8
2,512,PRL,medium,covariance,84246150,10,0,5,33554436,8351912,14604930,34641,33554436,13834947,804634,34865,802177,241752,3,1,2457,8
2,512,PRL,medium,deriche,29070024,18,0,5,33554436,1987212,3542404,1425664,33554436,3658771,1309315,558526,1121602,757809,16,12,187713,8
2,512,PRL,medium,doitgen,74304235,9,0,5,33554436,17466896,4493108,21660,33554436,4507154,7623,7400,7623,7623,4,3,0,8
2,512,PRL,medium,durbin,1844815,23,0,5,33554436,558661,49,2,33554436,3,71,0,0,0,14,13,0,8
2,512,PRL,medium,fdtd-2d,205704126,9,0,5,33554436,51338701,15469901,5356164,33554436,18741268,2084806,898556,1708592,1336923,102,102,376214,8
2,512,PRL,medium,floyd-warshall,1884921847,4,0,5,33554436,375107938,7811895,7685344,33554436,7796254,7700989,7550066,7696933,7136978,2,2,4056,8
2,512,PRL,medium,gemm,127457413,6,0,5,33554436,41652396,675606,7634,33554436,110776,572470,4429,572470,572470,1,1,0,8
2,512,PRL,medium,gemver,5935613,11,0,5,33554436,1684951,237051,12763,33554436,219259,30566,10367,30269,29185,612,456,297,8
2,512,PRL,medium,gesummv,1066511,4,0,5,33554436,477114,23888,10160,33554436,26180,7872,431,7872,7872,15,1,0,8
2,512,PRL,medium,gramschmidt,144281270,14,0,5,33554436,17241796,23102204,5793552,33554436,28480421,415349,393155,363093,279965,242,242,52256,8
2,512,PRL,medium,heat-3d,322407515,14,0,5,33554436,85420000,2968002,739100,33554436,2204843,1502273,729583,1497405,1389042,9,8,4868,8
2,512,PRL,medium,jacobi-1d,18164859,6039,0,5,33554436,2617444,9856,3222,33554436,19019,98,0,0,0,412,4,0,8
2,512,PRL,medium,jacobi-2d,246462710,9,0,5,33554436,72248200,1556601,775280,33554436,824384,1507506,774567,1464586,1107890,401,198,42920,8
2,512,PRL,medium,lu,214449588,9,0,5,33554436,47852917,16226483,10042,33554436,14737710,1498824,10253,974180,942358,1,1,524644,8
2,512,PRL,medium,ludcmp,194877949,15,0,5,33554436,26909714,16318086,86010,33554436,14887553,1516558,10725,982471,943669,1194,1180,534087,8
2,512,PRL,medium,mvt,3207215,4,0,5,33554436,780124,180676,399,33554436,160793,20286,592,19879,17380,129,26,407,8
2,512,PRL,medium,nussinov,337120268,18,0,5,33554436,44797275,18449978,8341,33554436,16823850,1634487,8721,1203336,1157344,37,34,431151,8
2,512,PRL,medium,seidel-2d,270759711,8,0,5,33554436,63078000,1000001,995025,33554436,1017722,977312,971297,977312,977312,306,206,0,8
2,512,PRL,medium,symm,77519117,7,0,5,33554436,20506300,8341702,3970376,33554436,11631113,680972,326505,510387,431574,31,18,170585,8
2,512,PRL,medium,syr2k,104825474,6,0,5,33554436,23618778,11143064,528312,33554436,10781690,889692,10425,614568,501186,3,3,275124,8
2,512,PRL,medium,syrk,70025237,4,0,5,33554436,19265679,3928163,294351,33554436,3892968,329550,3232,271638,253686,0,0,57912,8
2,512,PRL,medium,trisolv,804399,4,0,5,33554436,235673,5327,128,33554436,684,4775,20,4775,4775,28,25,0,8
