../benchmarks/C-SHEL_medium/ludcmp/program,194887584,19,0,686660528,536870916,43228598,20667745,127832,536870916,20794415,1506050,11669,1346744,1244996,131431,8,159306
../benchmarks/C-SHEL_medium/mvt/program,3207241,8,0,8915042,536870916,960800,223778,17959,536870916,241440,20377,735,20019,19870,53,8,358
../benchmarks/PRL_medium/2mm/program,155021429,9,0,542368361,536870916,44231402,16599836,481926,536870916,17081296,851302,5116,844898,817833,4,8,6404
../benchmarks/PRL_medium/3mm/program,229121785,13,0,815810664,536870916,68511900,25034719,757764,536870916,25791698,1332813,7814,1323998,1288586,1,8,8815
../benchmarks/PRL_medium/adi/program,279220739,18,0,1748346972,536870916,78606012,48916003,23671051,536870916,72561082,2285166,1612623,1835174,1755727,6,8,449992
../benchmarks/PRL_medium/atax/program,3365112,11,0,6679034,536870916,1119716,74586,26707,536870916,81663,56628,19727,56628,56628,89213,8,0
../benchmarks/PRL_medium/bicg/program,2724146,8,0,22171061,536870916,1280006,664549,319914,536870916,984364,9915,207,9915,9915,55,8,0
../benchmarks/PRL_medium/cholesky/program,107626437,11,0,162443267,536870916,32160200,1385034,172333,536870916,1556697,633038,6078,632413,626493,41,8,625
../benchmarks/PRL_medium/correlation/program,84441064,503,0,440324363,536870916,23053207,15084843,327300,536870916,15411059,929215,35906,555982,224202,43,8,373233
../benchmarks/PRL_medium/covariance/program,84246160,523,0,433802282,536870916,22956842,14837191,264662,536870916,15099841,927550,36281,550715,219062,20,8,376835
../benchmarks/PRL_medium/deriche/program,29070042,18,0,220989545,536870916,5529616,5205608,2073600,536870916,7278881,1463160,711532,1224082,1039036,18,8,239078
../benchmarks/PRL_medium/doitgen/program,74304244,10,0,230466937,536870916,21960004,7121637,415502,536870916,7537084,7539,7438,7539,7539,7,8,0
../benchmarks/PRL_medium/durbin/program,1844838,232,0,2290121,536870916,558710,17118,5204,536870916,22554,71,0,0,0,120,8,0
../benchmarks/PRL_medium/fdtd-2d/program,205704135,10,0,1216085680,536870916,66808602,34262001,14315115,536870916,48570426,2025315,904434,1953805,1512788,4,8,71510
../benchmarks/PRL_medium/floyd-warshall/program,1885390094,1004,0,2626463696,536870916,383388076,18677573,7864465,536870916,26520648,7827837,7661570,7562332,7150319,3,8,265505
../benchmarks/PRL_medium/gemm/program,127457419,6,0,191155621,536870916,42328002,1748993,459675,536870916,2208286,581707,4487,573766,565186,4,8,7941
../benchmarks/PRL_medium/gemver/program,5935624,11,0,26109402,536870916,1922002,882413,33219,536870916,915450,30757,10273,29586,25934,82,8,1171
../benchmarks/PRL_medium/gesummv/program,1066515,4,0,8780224,536870916,501002,260806,125813,536870916,386535,7597,127,7597,7597,503,8,0
../benchmarks/PRL_medium/gramschmidt/program,144281284,493,0,749581733,536870916,40344000,23439874,5987553,536870916,29427214,488711,411894,317569,250315,242,8,171142
../benchmarks/PRL_medium/heat-3d/program,322407529,600,0,1053425545,536870916,88388002,24246802,10982063,536870916,35229213,1518185,729719,1469780,1299186,3,8,48405
../benchmarks/PRL_medium/jacobi-1d/program,27516510,859767,0,50566219,536870916,2666900,169413,79624,536870916,1108804,93,0,0,0,2,8,0
../benchmarks/PRL_medium/jacobi-2d/program,246462719,590,0,1019521392,536870916,73804801,25382801,12300863,536870916,37683984,1506405,774662,1457193,1278980,1362,8,49212
../benchmarks/PRL_medium/lu/program,214449597,11,0,705461682,536870916,64079400,20811352,304031,536870916,21114648,1357282,10589,1230663,1146682,7,8,126619
../benchmarks/PRL_medium/ludcmp/program,194877964,20,0,680719402,536870916,43227800,20667334,127435,536870916,20794096,1366963,10522,1243492,1145339,939,8,123471
../benchmarks/PRL_medium/mvt/program,3207219,6,0,8901746,536870916,960800,223778,17959,536870916,241527,19959,647,19813,19745,51,8,146
../benchmarks/PRL_medium/nussinov/program,337120082,158762,0,874025367,536870916,63247253,21532052,282935,536870916,21972904,1526925,9083,1322535,1298679,59,8,204390
../benchmarks/PRL_medium/seidel-2d/program,270759719,15525558,0,664112669,536870916,64078001,1000001,995025,536870916,17518823,965891,959244,961125,924375,200,8,4766
../benchmarks/PRL_medium/symm/program,77519124,57,0,387831167,536870916,28848002,10211977,4824005,536870916,15035975,566426,282517,566426,566426,31,8,0
../benchmarks/PRL_medium/syr2k/program,104825480,50,0,639705282,536870916,34761842,23568925,528248,536870916,24096718,689680,3499,675021,613577,31,8,14659
../benchmarks/PRL_medium/syrk/program,70025241,4,0,211547969,536870916,23193842,5836064,528248,536870916,6363963,302291,2950,294249,293409,3,8,8042
../benchmarks/PRL_medium/trisolv/program,804403,103,0,1268110,536870916,241000,12108,1654,536870916,13735,5088,552,3613,1449,6,8,1475
../benchmarks/PRL_medium/trmm/program,48382479,6,0,256036446,536870916,14424001,9321736,128681,536870916,9450145,271788,3189,261676,222594,3,8,10112
