../benchmarks/SHEL_large/correlation/program,11142898081,19,0,115158764798,536870916,3039726007,2043977013,33857070,536870916,2077794475,1650657505,1083040,1638164165,1582942243,164,161,12493340,8
../benchmarks/SHEL_large/covariance/program,11137603463,11,0,114986952401,536870916,3037084202,2037388191,32176852,536870916,2069522935,1650630531,1083351,1638117310,1582923141,84,81,12513221,8
../benchmarks/SHEL_large/fdtd-2d/program,25785723537,18,0,176379391162,536870916,8392304009,4307001442,1797856153,536870916,5509159908,1453328006,670760189,1453328006,1453328006,1270512075,1265913020,0,8
../benchmarks/SHEL_large/gemver/program,148076076,11,0,756284542,536870916,48010002,21794583,620728,536870916,22414794,3809221,251128,3778662,3646032,384,381,30559,8
../benchmarks/SHEL_large/heat-3d/program,47844003521,3498,0,165848598625,536870916,13144315502,3801547001,1643032563,536870916,5444581271,364345281,104554546,362029473,349282888,5,4,2315808,8
../benchmarks/SHEL_large/jacobi-2d/program,33707774519,24,0,144135894072,536870916,10108824001,3685672001,1684804063,536870916,5370476024,210825002,105333698,210825002,210825002,4,2,0,8
../benchmarks/SHEL_large/lu/program,26694692417,12,0,152394889016,536870916,8001997000,2943826168,64169606,536870916,3006807043,1691771356,1608225,1412842140,1005228662,40,6,278929216,8
../benchmarks/SHEL_large/ludcmp/program,24070469595,20,0,147609654889,536870916,5347350996,2862780655,3834478,536870916,2866543635,1707692084,1991408,1432014751,1031604743,44042151,42584248,275677333,8
../benchmarks/SHEL_large/mvt/program,80036045,8,0,328689544,536870916,24004000,5354984,251098,536870916,5605778,3556701,902,3532373,3405622,253,251,24328,8
../benchmarks/CLAM_large/2mm/program,17369768037,9,0,114010406221,536870916,4970640002,1860327538,51472499,536870916,1910483659,1547461401,1439447,833930764,822379901,5,4,713530637,8
../benchmarks/CLAM_large/3mm/program,27025912547,11,0,184538751613,536870916,8102590000,3032198985,83981222,536870916,3114074659,2514406973,2302360,1431672450,1286900817,1,1,1082734523,8
