00000000,fffffdff,ffffffff,7fffffff,ffffffff,007ff7ff,81008a20,02410409,09e04010,300e8050,bc142e5c,f8b8de23,4fe52bb7,cc4c6726,87140078,f3531543,bfffcfff,			ffff3fff,ffffffff,7fffffff,fffc77ff,007177ff,81008a20,02410409,09e04010,310e8050,ac142e54,f8a8d623,4fe42bb7,cc4c6726,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000005bf,00000000,00000000,00000000
00000000,fff7ffff,fffffff7,7fffffff,ffffffff,007ff7ff,81008a20,02410409,09e04010,310e8050,ac142e5c,f8a8de23,4fe42bb7,cc4c67a6,87140078,fb531543,bfffcfff,			ffff3fff,ffffffff,7fffffff,fffc7fff,007177ff,81008a20,02410409,09e04010,310e8050,ac142e5c,f8a8d623,4fe42bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000005ff,00000000,00000000,00000000
00000000,ffffffff,fffeffff,ffffffff,fffffdff,007fffff,81008a20,02410409,09e04010,310e8050,ac942e5c,f8a8d623,4fe42bb7,cc4c67a6,87140078,fb531543,afdfcfff,			fffd3fff,ffffffff,7fffffff,fffe7fbf,007157ff,81008a20,02410409,09e04010,310e8050,ac942e5c,f8a8d623,4fe42bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0000063f,00000000,00000000,00000000
00000000,ffff3fff,ffffffff,ffffffff,ffffffff,03ffffff,81008a20,02410409,09e04010,310e8050,ac942e5c,f8a8d423,4fe42bb7,cc4c67a6,87140078,fb531543,afdfcfff,			fffd3fff,ffffffff,7fffffff,fffe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac942e5c,f8a8d623,4fe42bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0000067f,00000000,00000000,00000000
00000000,ffff3fff,ffffffff,ffffffff,ffffffff,03ffffff,81008a20,02410409,09e04010,310e8050,ac942e5c,f8a8d623,4fe42bb7,cc4c67a6,87140078,fb531543,afdfefbf,			fffd3fff,ffffffff,7fffffff,fffe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8d623,4ee42bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000006bf,00000000,00000000,00000000
00000000,fffd2fff,ffffffff,ffffffff,ffff7ffd,03ff7fff,81008a20,02410409,09e04010,310e8050,ac942e5c,f8a8d623,4fe42bb7,cc4c67a6,87140078,fb531543,affeffbf,			fffd3fbf,ffffbfff,7fffffff,fffe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8d623,4ee42bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000006ff,00000000,00000000,00000000
00000000,fffd3fff,ffffffff,ffffffff,ffff7fff,03f97fff,81008a20,02410409,09e04010,310e8050,ac942e5c,f8a8d623,4fe42bb7,cc4c67a6,87140078,fb531543,affeffbf,			fffd3fff,ffffffff,7fffffff,fffe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8d623,4ee42bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0000073f,00000000,00000000,00000000
00000000,fffd3fff,ffffffff,ffffffff,ffff7fff,02f97fff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8f423,4ee42bb7,cc4c67a6,87140078,fb531543,a7fef7bf,			fffd3fff,bfffbfff,7fffff7d,fffe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac942658,f8a8f623,4ee42bb7,cc4c67a6,87140068,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0000077f,00000000,00000000,00000000
00000000,fffd3fff,ffffffff,ffffffff,ffff7fff,02f97fff,81008a20,02410409,09e00010,310e8050,ac94265c,f8a8f623,4ee42bb7,cc4c67a6,87140078,fb531543,a7fef7bf,			fffd3ffe,bfffbfff,6ffbfffd,fffe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8f623,4ee42bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000007bf,00000000,00000000,00000000
00000000,fffd3fff,ffffffff,ffffffff,ffff7fff,02f977ff,81008a20,02410409,09e04010,310e8050,bc942658,f8b8f623,4ee52bb7,cc4c67a6,87140078,fb531543,a7fef7ff,			fffd3ff6,ffffffff,6ffbff7d,fffe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8f623,4ee52bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000007ff,00000000,00000000,00000000
00000000,fffd3fff,ffffffff,fffffffd,ffff7fff,02f977ff,81008a20,02410409,09e04010,310e8050,bc94265c,f8b8f623,4ee52bb7,cc4c67a6,87140078,fb531543,b7fff7ff,			fffd3ffe,ffffffff,6ffbfffd,fffe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8f623,4ee52bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0000083f,00000000,00000000,00000000
00000000,fffd3ffe,ffffffff,fffbfffd,ffff7fff,02f977ff,81008a20,02410409,09e04010,310e8050,bc94265c,f8b8fe23,4ee52bb7,c84c67a6,87140078,fb531543,b7ffffff,			fffd3ff6,ffffffff,6ffbfffd,f7fe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8fe23,4ee52bb7,cc0c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0000087f,00000000,00000000,00000000
00000000,fffdffff,ffffffff,effbfffd,fffe7fff,02f977ff,81008a20,02410409,09e04010,310e8050,bc94265c,f8b8fe23,4ee52bb7,cc4c67a6,87140078,fb531543,ffffffff,			fffdfffe,ffffffff,6ffbfffd,b7fe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac942654,f8a8fe23,4ee52bb7,cc0c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000008bf,00000000,00000000,00000000
00000000,fffffffe,ffffbfff,effbfffd,fffe7fbf,03f977ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8fe23,4ee52bb7,cc4c67a6,87140078,fb531543,ffffffff,			ffffefde,ffffffff,6ffbfffd,b7fe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8fe23,4ee52bb7,cc0c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000008ff,00000000,00000000,00000000
00000000,ffffffff,ffffffff,efffffff,f7fe7fff,03f977ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8fe23,4ee52bb7,cc0c67a6,87140078,fb531543,ffffffff,			ffffeffb,ffffffff,6fffffff,f7fe7fff,00f177ff,81008a20,02410409,09e04010,310e8050,ac14265c,f8a8fe23,4ee52bb7,cc0c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0000093f,00000000,00000000,00000000
00000000,ffffffff,ffffffff,feffffff,ffffffff,03f977ff,81008a20,02410409,09e04010,310e8050,ac94265c,f8a8fe23,4ee52bb7,cc0c67a6,87140078,fb531543,ffffffff,			ffbfefeb,ffffffff,6fffffff,f7fa7fff,00f157ff,81008a20,02410409,09e04010,310e8050,ac14265c,f8a8fe23,4ee52bb7,cc0c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0000097f,00000000,00000000,00000000
00000000,ffffffff,ffffffff,ffffffff,ffffffff,03f9ffff,81008a20,02410409,09e04010,310e8050,ac942e5c,f8a8fe23,4fe52bb7,cc0c67a6,87140078,fb531543,ffffffff,			ffffeffb,fffffffe,6fffffff,f7fe7fff,00f1dfff,81008a20,02410409,09e04010,310e8050,ac142e5c,f8a8fe23,4fe52bb7,cc0c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000009bf,00000000,00000000,00000000
00000000,ffffeffb,fffeffff,ffffffff,ffffffff,01f1ffff,81008a20,02410409,09e04010,310e8050,ac942e5c,f8a8fe23,4fe52bb7,cc0467a6,87140078,fb531543,ffffffff,			ffffeffb,fffdfffe,6fffffff,f7fe7fff,00f1dfff,81008a20,02410409,09e04010,310e8050,a4142e58,f8a8fe23,4fe52bb7,cc0c67a6,87140068,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,000009ff,00000000,00000000,00000000
00000000,ffffefff,efffffff,6fffffff,f7fef7ff,00f1dfff,81008a20,00410409,09e04010,310e8050,ac142e5c,f8a8fe23,4fe52bb7,cc0c67a6,87140078,fb531543,ffffffff,			ffffefff,fffdfffe,6ffffeff,f7fe7fff,00f1dfff,81008a20,02410409,09e04010,310e8050,a4142e58,f8a8fe23,4fe52bb7,cc0c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000a3f,00000000,00000000,00000000
00000000,ffffffff,ffffffff,ffffffff,ffffffff,00f1dfff,81008a20,02410409,09e04010,310e8050,ac142e5c,f8a8fe23,4fe52bb7,cc0c67a6,87140078,fb531543,ffff7fff,			ffffffff,fffdffff,ffffdeff,f7fe7fff,00f1dfff,81008a20,02410409,09e04010,310e8050,a4142658,d8a8fe03,4fe52bb7,cc0c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000a7f,00000000,00000000,00000000
00000000,ffffffff,ffffffff,ffffffff,ffffffff,00f1dfff,81008a20,02410409,09e04010,310e8050,3c142e58,f8b8fe23,4fe52bb7,cc0c67a6,87140078,fb531543,ffff7fbf,			ffffffff,fff5dfff,ffffdeff,f7fe7fde,00f1dfff,81008a20,02410409,09e04010,310e8050,b4142658,d8b8fe03,4fe52bb7,cc0c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000abf,00000000,00000000,00000000
00000000,ffffffff,ffffffff,ffffffff,ffffffff,00d1dfff,81008a20,02410409,09e04010,310e8050,b4142e58,f8b8fe23,4fe52bb7,cc0c67a6,87140078,fb531543,fffe7fbf,			ffffffff,fff5dfff,ffffdeff,f7fe7fde,00f1dfff,81008a20,02410409,09e04010,310e8050,b4142658,d8b8fe03,4fe52bb7,cc0c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000aff,00000000,00000000,00000000
00000000,ffffffff,ffffffff,ffffdfff,ffffffff,02f1dfff,81008a20,02410409,09e04010,310e8050,b4142658,d8b8fe03,4fe52bb7,cc4c67a6,87140078,fb531543,fffe7fbf,			ffffffff,fff5dfff,ffffdfff,f7fe7fde,00f1dfdf,81008a20,02410409,09e04010,310e8050,b4142658,d8b8fe03,4fe52bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000b3f,00000000,00000000,00000000
00000000,ffffffff,ffffffff,ffffdfff,ffffffde,02f1dfff,81008a20,02410409,09e04010,310e8050,b4142658,d8b8fe03,4fe52bb7,cc4c67a6,87140078,db531543,f5fe7fbf,			ffffbfff,fff5dfff,fdff5fff,f7fe7fda,00f1dfdf,81008a20,02410409,09e04010,310e8050,b4142658,98b8fe03,4fe52bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000b7f,00000000,00000000,00000000
00000000,ffffffff,fff7dfff,ffffdfff,ffffffde,02f1dfff,81008a20,02410409,09e04010,310e8040,b4142658,d8b8fe03,4fe52bb7,cc4c67a6,87140078,fb531543,f5fe7fff,			feffbfff,fff5dfff,fdff5fff,f7fe7fda,00f1dfdf,81008a20,02410409,09e04010,310e8050,b4142658,98b8fe03,4fe52bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000bbf,00000000,00000000,00000000
00000000,ffffffff,ffffffff,ffffdfff,ffdfffde,02f1ffdf,81008a20,02410409,09e04010,310e8050,b4942658,d8b8fe03,4f652bb7,cc4c67a6,87140078,fb531543,f5febfff,			feffbfff,fff5dfff,fdff5fff,f7fe7fda,00f1ffdf,81008a20,02410409,09e04010,310e8050,b4942658,98b8fe03,4fe52bb7,cc4c67a6,87140078,			fb531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000bff,00000000,00000000,00000000
00000000,ffffbfff,ffffffff,fdff7fff,fffeffdf,02f1ffdf,81008a20,02410409,09e04010,310e8050,b4940658,98b8fe03,4fe52bb7,cc4c67a6,87140078,fb531543,f7febfff,			deffbfdf,fff5dfff,fdff5fff,f7fe7fda,00f1ffdf,81008a20,02410409,09e04010,310e8050,b4942658,98b8fe03,4fe52bb7,cc4c67a6,87140078,			7b531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000c3f,00000000,00000000,00000000
00000000,feffffff,ffffffff,fdff7fff,fffeffdb,02f1ffdf,81008a20,02410409,09e04010,310e8050,b4942e58,98b8fe03,4fe52bb7,cc4c67a6,87140078,db531543,f7aebfff,			defffffe,fff5dfef,fdff5fff,f7fe7fda,00f1ffdf,81008a20,02410409,09e04010,310e8050,b4942e58,98b8fe03,4fe52bb7,cc4c67a6,87140078,			7b531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000c7f,00000000,00000000,00000000
00000000,ffffffff,fffdffff,fdff7fff,fffeffdb,00f1ffdf,81008a20,02410409,09e04010,310e8040,bc942e5c,98b8fe03,4fe52bb7,cc4c67a6,87140078,fb531543,ffaebfff,			dfffbfff,ffb5dfef,fdff5fff,f7fe7fda,00d1ffdf,81008a20,02410409,09e04010,310e8050,bc942e5c,98b8fe03,4fe52bb7,cc4c6786,87140078,			7b531543,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000cbf,00000000,00000000,00000000
